time/iterations,time/total_timesteps,time/fps,rollout/episodes,time/time_elapsed,train/n_updates,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/loss,train/explained_variance,train/entropy_loss,train/clip_range,train/approx_kl,rollout/ep_rew_mean,rollout/fill_mean,rollout/ep_len_mean,rollout/success_rate,rollout/win_rate_true_start,rollout/fill_mean_true_start,eval/success_rate,eval/mean_ep_length,eval/mean_reward
98,12845056,50239,724,255,388,1.7542432192713022,-0.0009305575331381988,0.05405235290527344,0.00017709815466666667,0.8889515399932861,0.9434463977813721,-0.2634822567924857,0.13643008,0.0022301765,40.597984313964844,0.5431587204147056,173.06,0.0,0.0,0.5431587204147056,,,
99,12976128,50286,713,258,392,1.7750270161777735,-0.0008773965091677383,0.054111480712890625,0.00017583112533333333,0.9223096966743469,0.9425832033157349,-0.2638042774051428,0.13577472000000002,0.0026794039,41.14809036254883,0.5413225286998078,172.96,0.0,0.0,0.5413225286998078,,,
,13107200,,,,396,1.7626497633755207,0.0001316419366048649,0.070770263671875,0.000174564096,0.9011513590812683,0.9422135949134827,-0.2637235475704074,0.13511936,0.0035744715,,,,,,,0.0,178.03,42.263023376464844
100,13107200,50092,751,261,,,,,,,,,,,42.718868255615234,0.5444592395324752,182.19,0.0,0.0,0.5444592395324752,,,
101,13238272,50112,764,264,400,1.85123354755342,-0.0003765867741094553,0.05837440490722656,0.00017329706666666667,0.8919892311096191,0.9403016567230225,-0.26098518865182996,0.134464,0.0032008116,40.946712493896484,0.5385075302178269,174.34,0.0,0.0,0.5385075302178269,,,
102,13369344,50132,669,266,404,1.9365871455520391,-0.00044482961493486073,0.06429100036621094,0.00017203003733333336,0.9176992177963257,0.9377481937408447,-0.2643157267011702,0.13380864,0.0030407251,41.57432174682617,0.5445754673457713,176.73,0.0,0.0,0.5445754673457713,,,
103,13500416,50156,766,269,408,1.7640746925026178,-0.00035627588295028545,0.06050682067871094,0.000170763008,0.9073160886764526,0.9396303296089172,-0.26275726268067956,0.13315328,0.002815985,41.494998931884766,0.5441446668600716,176.05,0.0,0.0,0.5441446668600716,,,
104,13631488,50193,757,271,412,1.9162736777216196,4.335433095548069e-05,0.07057571411132812,0.00016949597866666667,0.9664484858512878,0.937440812587738,-0.26212285831570625,0.13249792,0.0041328683,42.83515548706055,0.5497659702855652,185.9,0.0,0.0,0.5497659702855652,,,
105,13762560,50218,690,274,416,1.7058791629970074,-0.00010681355888664257,0.06324195861816406,0.00016822894933333333,0.9319632053375244,0.9438679218292236,-0.26467072451487184,0.13184256,0.0026654364,41.90382766723633,0.5382894972266953,177.22,0.0,0.0,0.5382894972266953,,,
106,13893632,50231,754,276,420,1.810606725513935,-0.0003620138704718556,0.05306243896484375,0.00016696191999999999,0.8883161544799805,0.937776505947113,-0.26255595497787,0.1311872,0.002619098,42.57020950317383,0.5400661492615515,180.84,0.0,0.0,0.5400661492615515,,,
107,14024704,50269,754,278,424,1.9204505067318678,-0.0005066494759375928,0.06208038330078125,0.00016569489066666664,0.9742990136146545,0.9375482201576233,-0.2602629968896508,0.13053183999999998,0.0026785228,42.312171936035156,0.5479909617840653,178.87,0.0,0.0,0.5479909617840653,,,
108,14155776,50300,717,281,428,1.8327392246574163,-0.0005357828049454838,0.053890228271484375,0.00016442786133333333,0.8205420970916748,0.9399654865264893,-0.261701125651598,0.12987648000000002,0.002557815,42.3798828125,0.5375277648638875,181.17,0.0,0.0,0.5375277648638875,,,
109,14286848,50318,714,283,432,1.9166489876806736,-0.0007632214710611152,0.057712554931640625,0.000163160832,0.9850994348526001,0.9357247948646545,-0.2649412755854428,0.12922112000000002,0.0026217243,40.74702453613281,0.5401321022236054,174.02,0.0,0.0,0.5401321022236054,,,
,14417920,,,,436,1.8023330718278885,-0.0005501106406882172,0.05524444580078125,0.00016189380266666667,0.8701131939888,0.9402751922607422,-0.2621486601419747,0.12856576,0.00299031,,,,,,,0.0,179.35,42.781707763671875
110,14417920,50153,763,287,,,,,,,,,,,42.23861312866211,0.5428539067682799,182.44,0.0,0.0,0.5428539067682799,,,
111,14548992,50196,705,289,440,1.9520062133669853,-0.0008975698456197279,0.05113792419433594,0.00016062677333333333,0.9026767015457153,0.9368833899497986,-0.26008840766735375,0.1279104,0.002596079,41.215293884277344,0.5439978986078277,175.76,0.0,0.0,0.5439978986078277,,,
112,14680064,50221,780,292,444,1.8350810930132866,-0.0004842936732529779,0.05229949951171875,0.00015935974399999999,0.9059944152832031,0.9397217035293579,-0.2619958855211735,0.12725503999999999,0.0023043286,41.676029205322266,0.5417537195314973,175.02,0.0,0.0,0.5417537195314973,,,
113,14811136,50246,718,294,448,2.020538903772831,-0.0006449706652347231,0.05334281921386719,0.00015809271466666664,0.9442346692085266,0.9354442954063416,-0.26062575820833445,0.12659968,0.0024825637,42.14979934692383,0.5434849891674405,181.25,0.0,0.0,0.5434849891674405,,,
114,14942208,50290,686,297,452,1.7505955249071121,-0.0008133631945383968,0.0467987060546875,0.00015682568533333335,0.8686853647232056,0.9433056712150574,-0.2645318368449807,0.12594432,0.0021780916,41.39543533325195,0.542723967894036,175.62,0.0,0.0,0.542723967894036,,,
115,15073280,50337,768,299,456,1.8253357000648975,-1.4494601600745227e-05,0.05215644836425781,0.000155558656,0.8848085999488831,0.9389243125915527,-0.25873443577438593,0.12528896,0.0019668788,41.891963958740234,0.5489969135802469,179.09,0.0,0.0,0.5489969135802469,,,
116,15204352,50366,755,301,460,1.8430697601288557,-0.0007494206111005042,0.04689216613769531,0.00015429162666666667,0.8683742880821228,0.9424980878829956,-0.26103269774466753,0.1246336,0.0016613004,40.549407958984375,0.5501267271686697,171.64,0.0,0.0,0.5501267271686697,,,
117,15335424,50394,699,304,464,1.857411378994584,-0.00046930475036788266,0.058624267578125,0.00015302459733333335,0.8606152534484863,0.9401181936264038,-0.26395958568900824,0.12397824,0.0022169568,42.658164978027344,0.542256133100196,182.89,0.0,0.0,0.542256133100196,,,
118,15466496,50399,736,306,468,1.8486780021339655,-0.0006721830741298618,0.05580711364746094,0.000151757568,0.880662202835083,0.9375932216644287,-0.2626300142146647,0.12332288,0.0020433657,43.26593780517578,0.5454743692968331,185.12,0.0,0.0,0.5454743692968331,,,
119,15597568,50428,748,309,472,1.7819146271795034,-0.0003661510654637823,0.0624542236328125,0.00015049053866666667,0.9200320243835449,0.9415806531906128,-0.2626308253966272,0.12266752,0.0025322307,42.66111373901367,0.5447448339605202,179.94,0.0,0.0,0.5447448339605202,,,
,15728640,,,,476,1.8333689216524363,-0.0004699797082139412,0.06136512756347656,0.00014922350933333333,0.8706589937210083,0.9412083029747009,-0.26329380413517356,0.12201216,0.0026542428,,,,,,,0.0,178.11,42.37294006347656
120,15728640,50257,722,312,,,,,,,,,,,40.77573776245117,0.5445607195376355,175.31,0.0,0.0,0.5445607195376355,,,
121,15859712,50257,718,315,480,1.8305999506264925,-0.0005854762184753781,0.05796051025390625,0.00014795648,0.8778077960014343,0.9399972558021545,-0.26532583869993687,0.1213568,0.002162974,41.285888671875,0.5429863475360226,175.16,0.0,0.0,0.5429863475360226,,,
122,15990784,50265,758,318,484,1.8429193776100874,-0.0007534469059464755,0.05072975158691406,0.00014668945066666667,0.9211782813072205,0.9404982924461365,-0.2608179412782192,0.12070144,0.0019667635,40.361026763916016,0.5448874556174469,170.02,0.0,0.0,0.5448874556174469,,,
123,16121856,50275,761,320,488,1.835335960611701,-0.0006731190042046364,0.05927467346191406,0.00014542242133333333,0.9104676246643066,0.9415498971939087,-0.2617923249490559,0.12004608,0.00223291,41.61626052856445,0.5417984782855567,174.79,0.0,0.0,0.5417984782855567,,,
124,16252928,50306,706,323,492,1.9815847501158714,-0.000501221931699547,0.06313896179199219,0.000144155392,0.9818044304847717,0.9365178942680359,-0.2662875493988395,0.11939072,0.0022309637,41.473731994628906,0.5380687580876438,177.32,0.0,0.0,0.5380687580876438,,,
125,16384000,50324,741,325,496,1.8064787909388542,-0.00048352221892855596,0.06005287170410156,0.00014288836266666667,0.9055883288383484,0.9410337805747986,-0.2667290694080293,0.11873536,0.0024590795,42.2215690612793,0.5477582846003898,179.48,0.0,0.0,0.5477582846003898,,,
126,16515072,50327,731,328,500,1.7576397079974413,-0.00027437336211733054,0.05736351013183594,0.00014162133333333333,0.8813897371292114,0.9433180689811707,-0.26426480151712894,0.11807999999999999,0.0021787253,42.965736389160156,0.5511475908192734,185.32,0.0,0.0,0.5511475908192734,,,
127,16646144,50339,712,330,504,1.7170880269259214,-0.00010098486745846458,0.060886383056640625,0.000140354304,0.8477415442466736,0.9456894993782043,-0.26495899586007,0.11742464000000001,0.0028136417,41.33319854736328,0.5448571230406436,177.85,0.0,0.0,0.5448571230406436,,,
128,16777216,50353,735,333,508,1.71994405426085,-0.0004893638142675627,0.05621910095214844,0.00013908727466666667,0.8716773390769958,0.9442856311798096,-0.2649936084635556,0.11676928,0.0022873278,42.76750564575195,0.544872763920383,183.55,0.0,0.0,0.544872763920383,,,
129,16908288,50371,737,335,512,1.885530250146985,-0.00037415979750221595,0.05433464050292969,0.00013782024533333332,0.8757174611091614,0.9392502903938293,-0.26331917103379965,0.11611392,0.0018793669,41.285057067871094,0.5490895689900664,175.99,0.0,0.0,0.5490895689900664,,,
,17039360,,,,516,1.7789564859122038,-0.000573603520024335,0.056827545166015625,0.00013655321599999998,0.7841315269470215,0.9422780275344849,-0.2656856095418334,0.11545855999999999,0.002126532,,,,,,,0.0,171.57,41.149478912353516
130,17039360,50227,750,339,,,,,,,,,,,42.569862365722656,0.5436378600823045,181.19,0.0,0.0,0.5436378600823045,,,
131,17170432,50246,716,341,520,1.9440178163349628,-0.0008039535769057693,0.05289649963378906,0.00013528618666666667,0.9207789301872253,0.9371751546859741,-0.2636770526878536,0.11480320000000001,0.0018565592,41.01701736450195,0.5403476101800124,174.03,0.0,0.0,0.5403476101800124,,,
132,17301504,50260,721,344,524,1.9047864358872175,-0.0005787403606518637,0.05959320068359375,0.00013401915733333332,0.8988707065582275,0.9379551410675049,-0.2659302493557334,0.11414784,0.0022329625,43.95112609863281,0.5435865824215339,189.93,0.0,0.0,0.5435865824215339,,,
133,17432576,50274,748,346,528,1.8160609528422356,-0.0005237549266894348,0.0500946044921875,0.00013275212799999998,0.9357751607894897,0.9419810175895691,-0.26403959933668375,0.11349247999999999,0.0017331418,42.290977478027344,0.5482438766752492,180.08,0.0,0.0,0.5482438766752492,,,
134,17563648,50294,717,349,532,1.802408231422305,-0.000938594570470741,0.05575370788574219,0.0001314850986666667,0.8579257130622864,0.9421314597129822,-0.26559285540133715,0.11283712,0.0017639264,42.52059555053711,0.5451383508101314,180.46,0.0,0.0,0.5451383508101314,,,
135,17694720,50319,742,351,536,1.8224300686269999,-0.0005250096655800007,0.05101203918457031,0.00013021806933333335,0.8898550271987915,0.940649151802063,-0.26488082157447934,0.11218176,0.0018200658,41.37527847290039,0.5491165019466906,175.77,0.0,0.0,0.5491165019466906,,,
136,17825792,50341,714,354,540,1.8731226585805416,-0.0006953536058063037,0.05670166015625,0.00012895104,0.867303192615509,0.9391738176345825,-0.26462068455293775,0.1115264,0.0018416517,42.60826110839844,0.5472559394128022,182.79,0.0,0.0,0.5472559394128022,,,
137,17956864,50375,768,356,544,1.87342856451869,-0.0003314279447295121,0.04844474792480469,0.00012768401066666667,0.9496569633483887,0.9395938515663147,-0.2640795516781509,0.11087103999999999,0.0016382398,42.02204513549805,0.5439332561728395,179.01,0.0,0.0,0.5439332561728395,,,
138,18087936,50396,695,358,548,1.920141177251935,-0.000563750792935025,0.04816627502441406,0.00012641698133333335,0.853807270526886,0.9398865699768066,-0.2645471952855587,0.11021568,0.0015656225,41.65391159057617,0.5449507061017853,177.14,0.0,0.0,0.5449507061017853,,,
139,18219008,50409,728,361,552,1.7596752401441336,-0.0006642007629125146,0.04830741882324219,0.000125149952,0.8210003972053528,0.9414697289466858,-0.2637834078632295,0.10956032,0.0017864854,41.723453521728516,0.542989417989418,177.6,0.0,0.0,0.542989417989418,,,
,18350080,,,,556,1.9166320152580738,-0.0005252937062323326,0.05249595642089844,0.00012388292266666667,0.9437947273254395,0.9380906224250793,-0.26009788969531655,0.10890496,0.0016426935,,,,,,,0.0,180.6,43.3504524230957
140,18350080,50266,768,365,,,,,,,,,,,42.124359130859375,0.5459747942386831,176.69,0.0,0.0,0.5459747942386831,,,
141,18481152,50290,712,367,560,1.995628908276558,-0.0006635992622250342,0.04742240905761719,0.00012261589333333335,1.059387445449829,0.9376777410507202,-0.2653646687977016,0.1082496,0.0015130106,41.53303146362305,0.5453946455819114,178.02,0.0,0.0,0.5453946455819114,,,
142,18612224,50304,734,369,564,1.9173258431255817,-0.00039568219835928176,0.05136871337890625,0.00012134886400000001,0.9498371481895447,0.9363264441490173,-0.2642876780591905,0.10759424,0.0017478016,42.68936538696289,0.541645642008948,181.69,0.0,0.0,0.541645642008948,,,
143,18743296,50335,751,372,568,1.919127881526947,-0.0004275789833627641,0.059612274169921875,0.00012008183466666667,0.9282350540161133,0.9375556707382202,-0.263060346711427,0.10693888,0.0017907743,41.99232482910156,0.5481908895135703,178.73,0.0,0.0,0.5481908895135703,,,
144,18874368,50356,751,374,572,1.8084344863891602,-0.0005215559576754458,0.050571441650390625,0.00011881480533333332,0.8834456205368042,0.9423224925994873,-0.2633887273259461,0.10628351999999999,0.0014932151,42.120487213134766,0.5362233071953445,180.57,0.0,0.0,0.5362233071953445,,,
145,19005440,50363,706,377,576,1.986863985657692,-0.0005746354236180196,0.048198699951171875,0.00011754777600000001,1.0027799606323242,0.9360510110855103,-0.26634884160012007,0.10562816,0.0015310426,41.51423645019531,0.5365648935054034,176.81,0.0,0.0,0.5365648935054034,,,
146,19136512,50387,762,379,580,1.9055005218833685,-0.0006609460724575911,0.04885292053222656,0.00011628074666666666,0.9572058916091919,0.9380388855934143,-0.2632233933545649,0.10497279999999999,0.0014255303,41.99302291870117,0.5424970026894785,178.03,0.0,0.0,0.5424970026894785,,,
147,19267584,50395,740,382,584,1.9329841081053019,-0.000531841704287217,0.054546356201171875,0.00011501371733333332,1.0050663948059082,0.9388266801834106,-0.26380259171128273,0.10431744,0.0016882307,41.31517028808594,0.5473473473473474,175.88,0.0,0.0,0.5473473473473474,,,
148,19398656,50414,717,384,588,1.7810462974011898,-0.0005725964965677122,0.047245025634765625,0.00011374668800000001,0.8504530191421509,0.9432600140571594,-0.26296087680384517,0.10366208,0.0015381644,42.0916862487793,0.542796632057441,179.37,0.0,0.0,0.542796632057441,,,
149,19529728,50436,717,387,592,1.8411088436841965,-0.0006821472852607258,0.046993255615234375,0.00011247965866666666,0.8307702541351318,0.9403247833251953,-0.26247216248884797,0.10300672,0.0013368661,41.25484848022461,0.5436919951099403,176.2,0.0,0.0,0.5436919951099403,,,
,19660800,,,,596,1.8637022208422422,-0.0002323817170690745,0.0513458251953125,0.00011121262933333332,0.8706833720207214,0.9399988055229187,-0.262671641074121,0.10235135999999999,0.0012956059,,,,,,,0.0,184.1,43.7469596862793
150,19660800,50289,750,390,,,,,,,,,,,42.5384407043457,0.5402962962962963,182.61,0.0,0.0,0.5402962962962963,,,
151,19791872,50309,727,393,600,1.9630382806062698,-0.0007386783236142946,0.048290252685546875,0.00010994559999999998,1.0304555892944336,0.9377188682556152,-0.26055379305034876,0.101696,0.0014288635,41.12489700317383,0.5479987093925653,176.15,0.0,0.0,0.5479987093925653,,,
152,19922944,50320,740,395,604,1.8243195582181215,-0.0002873416233342141,0.05207633972167969,0.00010867857066666669,0.8776342868804932,0.9414077401161194,-0.2628243272192776,0.10104064,0.0015357988,41.06474685668945,0.5442275608942275,176.3,0.0,0.0,0.5442275608942275,,,
153,20054016,50343,691,398,608,1.9040613360702991,-0.0003102480277448194,0.05345726013183594,0.00010741154133333335,1.0029017925262451,0.9384331703186035,-0.2627197280526161,0.10038528,0.0012507725,42.786354064941406,0.5440674635078879,184.7,0.0,0.0,0.5440674635078879,,,
154,20185088,50369,760,400,612,1.7986824661493301,-0.0004429026139405323,0.05123329162597656,0.000106144512,0.8532391786575317,0.9412518739700317,-0.2618014351464808,0.09972991999999999,0.0016268737,41.63450241088867,0.5453216374269007,176.55,0.0,0.0,0.5453216374269007,,,
155,20316160,50392,750,403,616,1.986514512449503,-0.000646775009954581,0.05001068115234375,0.00010487748266666669,0.9453469514846802,0.9376187324523926,-0.25961509346961975,0.09907456,0.001519412,42.688594818115234,0.5496131687242798,182.46,0.0,0.0,0.5496131687242798,,,
156,20447232,50420,694,405,620,1.874762337654829,-0.0002550222225181642,0.0493927001953125,0.00010361045333333335,0.9151113629341125,0.9403868913650513,-0.26361966505646706,0.0984192,0.001134838,41.49665832519531,0.5392073149037607,174.39,0.0,0.0,0.5392073149037607,,,
157,20578304,50429,744,408,624,1.8677464071661234,-0.000460185699921567,0.04633331298828125,0.000102343424,0.8483341932296753,0.9368458390235901,-0.26161649730056524,0.09776383999999999,0.0012616639,43.493125915527344,0.5485530333200583,187.93,0.0,0.0,0.5485530333200583,,,
158,20709376,50438,750,410,628,1.7640557251870632,-0.0005697883334505605,0.04535484313964844,0.00010107639466666669,0.7878715991973877,0.9435503482818604,-0.2592549487017095,0.09710848000000001,0.0010103384,43.154022216796875,0.544395061728395,187.03,0.0,0.0,0.544395061728395,,,
159,20840448,50444,736,413,632,1.9134901482611895,-0.000635214128124062,0.04780006408691406,9.980936533333335e-05,0.947929859161377,0.9388602375984192,-0.2623362885788083,0.09645312,0.00094949245,41.62395095825195,0.5407105475040257,177.1,0.0,0.0,0.5407105475040257,,,
,20971520,,,,636,1.9688908904790878,-0.0006342047890939284,0.048732757568359375,9.8542336e-05,0.8683248162269592,0.9347202181816101,-0.2638986078090966,0.09579776,0.0012544908,,,,,,,0.0,181.56,43.259490966796875
160,20971520,50298,697,416,,,,,,,,,,,40.94761657714844,0.5394725189081956,173.43,0.0,0.0,0.5394725189081956,,,
161,21102592,50326,757,419,640,1.9733260218054056,-0.0005282009606162319,0.04424476623535156,9.727530666666666e-05,0.8834276795387268,0.934601366519928,-0.25954948691651225,0.09514239999999999,0.0010047365,41.48334503173828,0.5478578534501036,177.71,0.0,0.0,0.5478578534501036,,,
162,21233664,50350,693,421,644,1.9398827236145735,-0.000491644095745869,0.049346923828125,9.600827733333335e-05,0.9654817581176758,0.9379104375839233,-0.26088598230853677,0.09448704,0.0011197048,41.95310974121094,0.5498369942814387,177.94,0.0,0.0,0.5498369942814387,,,
163,21364736,50373,775,424,648,1.780040429905057,-0.0005705743351427373,0.04797172546386719,9.4741248e-05,0.933568000793457,0.9409037828445435,-0.26141414511948824,0.09383168,0.0011368827,40.869598388671875,0.545057745917961,171.45,0.0,0.0,0.545057745917961,,,
164,21495808,50386,737,426,652,2.031698375940323,-0.0005988828725094208,0.03742218017578125,9.347421866666666e-05,0.9692628979682922,0.936294436454773,-0.2619240232743323,0.09317631999999999,0.0009528883,43.18708801269531,0.5521382984069552,183.96,0.0,0.0,0.5521382984069552,,,
165,21626880,50409,700,429,656,1.7842491548508406,-0.0005865329094376648,0.0479583740234375,9.220718933333335e-05,0.8740909099578857,0.9424595832824707,-0.2628547507338226,0.09252096,0.0010982582,42.530616760253906,0.5422045855379188,180.43,0.0,0.0,0.5422045855379188,,,
166,21757952,50432,735,431,660,1.9204895086586475,-0.0007806034045643173,0.048595428466796875,9.094016e-05,0.9027982354164124,0.9371808767318726,-0.2646758430637419,0.09186559999999999,0.00092349673,43.623443603515625,0.5488704123624758,187.61,0.0,0.0,0.5488704123624758,,,
167,21889024,50442,760,433,664,1.8749325592070818,-0.0007161426665334147,0.047393798828125,8.967313066666666e-05,0.9550421237945557,0.9410731196403503,-0.25979460682719946,0.09121024,0.0011160772,41.58449172973633,0.54543534762833,176.56,0.0,0.0,0.54543534762833,,,
168,22020096,50457,736,436,668,2.0441793873906136,-0.0005267692959023407,0.04333686828613281,8.840610133333332e-05,0.9827637076377869,0.9358495473861694,-0.26115947030484676,0.09055487999999999,0.0012304444,41.1561279296875,0.543780193236715,174.92,0.0,0.0,0.543780193236715,,,
169,22151168,50471,728,438,672,2.019861526787281,-0.0005884018082724651,0.048397064208984375,8.713907200000003e-05,0.9230527281761169,0.9361191987991333,-0.26522100903093815,0.08989952,0.00091639115,42.91783142089844,0.5416836250169583,183.22,0.0,0.0,0.5416836250169583,,,
,22282240,,,,676,1.8060440886765718,-0.0007119114652596181,0.04892730712890625,8.587204266666669e-05,0.8746470808982849,0.9420870542526245,-0.26631934428587556,0.08924415999999999,0.0009307106,,,,,,,0.0,172.56,41.428489685058594
170,22282240,50359,731,442,,,,,,,,,,,41.15436553955078,0.5376028102886288,176.68,0.0,0.0,0.5376028102886288,,,
171,22413312,50370,759,444,680,1.9636472966521978,-0.0007077578356984304,0.041362762451171875,8.460501333333335e-05,0.9683780670166016,0.9379417896270752,-0.2656047665514052,0.0885888,0.00080306246,40.45792770385742,0.5416808991688219,173.12,0.0,0.0,0.5416808991688219,,,
172,22544384,50388,711,447,684,1.9973594658076763,-0.000559832211365574,0.04305839538574219,8.333798400000003e-05,0.953955888748169,0.9378592371940613,-0.2664017388597131,0.08793344,0.00096365146,41.436946868896484,0.54564081193242,174.1,0.0,0.0,0.54564081193242,,,
173,22675456,50399,779,449,688,1.9173085615038872,-0.0005421901787485695,0.04106712341308594,8.207095466666669e-05,0.8830741047859192,0.938458263874054,-0.26212175004184246,0.08727808,0.0007519608,42.81864929199219,0.5458248149732959,182.4,0.0,0.0,0.5458248149732959,,,
174,22806528,50421,685,452,692,2.0192231629043818,-0.0005595455459115328,0.04311943054199219,8.080392533333335e-05,0.9639353156089783,0.9366235733032227,-0.26306318072602153,0.08662271999999999,0.0008559271,42.4879264831543,0.5466882941335496,183.13,0.0,0.0,0.5466882941335496,,,
175,22937600,50432,736,454,696,1.7064380459487438,-0.00048670167780073825,0.042552947998046875,7.9536896e-05,0.7663165330886841,0.944966733455658,-0.2663629502058029,0.08596735999999999,0.0006654746,42.19026184082031,0.5436124530327429,180.79,0.0,0.0,0.5436124530327429,,,
176,23068672,50442,759,457,700,1.8896475527435541,-0.0006193519275257131,0.04015350341796875,7.826986666666669e-05,0.9461504817008972,0.9397489428520203,-0.25993808917701244,0.085312,0.0008417943,44.062835693359375,0.5447551196343468,188.22,0.0,0.0,0.5447551196343468,,,
177,23199744,50455,726,459,704,1.8335275575518608,-0.0005215316041358165,0.044269561767578125,7.700283733333335e-05,0.8911150693893433,0.9443916082382202,-0.26498839166015387,0.08465663999999999,0.00079553557,41.3440055847168,0.5435499778934122,177.05,0.0,0.0,0.5435499778934122,,,
178,23330816,50466,729,462,708,1.8252686616033316,-0.0006673253938060952,0.04370689392089844,7.5735808e-05,0.947727620601654,0.9419229030609131,-0.2651239656843245,0.08400127999999998,0.0009314682,41.832611083984375,0.5424477975918305,178.44,0.0,0.0,0.5424477975918305,,,
179,23461888,50483,730,464,712,1.8394904546439648,-0.0005550130572373746,0.04451942443847656,7.446877866666669e-05,0.9804316163063049,0.941708505153656,-0.26394033804535866,0.08334592,0.0007398615,40.85710906982422,0.5459665144596652,173.94,0.0,0.0,0.5459665144596652,,,
,23592960,,,,716,1.8620987460017204,-0.0006737006824550917,0.03840446472167969,7.320174933333334e-05,0.9128494262695312,0.9412442445755005,-0.263713332824409,0.08269056,0.00070624566,,,,,,,0.0,182.15,43.808902740478516
180,23592960,50376,742,468,,,,,,,,,,,41.2065315246582,0.5458387408072943,174.52,0.0,0.0,0.5458387408072943,,,
181,23724032,50404,709,470,720,1.8865774422883987,-0.0005947115441813366,0.0418243408203125,7.193472e-05,0.967858076095581,0.9397509694099426,-0.265843388158828,0.08203519999999999,0.00079298427,41.6955451965332,0.5509063365198767,175.5,0.0,0.0,0.5509063365198767,,,
182,23855104,50419,742,473,724,1.7069859355688095,-0.0004840078854613239,0.03949546813964844,7.066769066666666e-05,0.8728882670402527,0.9447757005691528,-0.2654600692912936,0.08137983999999998,0.0007301282,41.64409255981445,0.5464210841569332,176.96,0.0,0.0,0.5464210841569332,,,
183,23986176,50435,730,475,728,1.8508342746645212,-0.0006602672101507778,0.041187286376953125,6.940066133333334e-05,0.8619775176048279,0.9409404993057251,-0.26522574201226234,0.08072448,0.0006646373,43.09724426269531,0.5479282935903941,183.81,0.0,0.0,0.5479282935903941,,,
184,24117248,50435,751,478,732,1.7793255466967821,-0.0005436562596514705,0.03877449035644531,6.8133632e-05,0.8870861530303955,0.9424532651901245,-0.26456319401040673,0.08006912,0.0007106944,41.8529167175293,0.5500484950107675,178.14,0.0,0.0,0.5500484950107675,,,
185,24248320,50447,710,480,736,1.764455309137702,-0.0005746391034335829,0.04122734069824219,6.686660266666666e-05,0.8925250768661499,0.9441847801208496,-0.2677891729399562,0.07941375999999999,0.0007467015,43.4250602722168,0.5444444444444444,186.0,0.0,0.0,0.5444444444444444,,,
186,24379392,50469,719,483,740,1.7963072173297405,-0.0006720702549500857,0.0379791259765625,6.559957333333337e-05,0.7899162769317627,0.9416716694831848,-0.2667574379593134,0.0787584,0.0006070875,41.862709045410156,0.5485842820103367,178.34,0.0,0.0,0.5485842820103367,,,
187,24510464,50481,770,485,744,1.8126049377024174,-0.0005452919822346303,0.04165458679199219,6.433254400000003e-05,0.849912703037262,0.9419354200363159,-0.2631300874054432,0.07810304,0.00068583497,41.53535079956055,0.5472823472823473,175.7,0.0,0.0,0.5472823472823473,,,
188,24641536,50495,737,487,748,1.9000461846590042,-0.0004545443371171132,0.043670654296875,6.306551466666669e-05,0.9710515737533569,0.9399473667144775,-0.2645184868015349,0.07744767999999999,0.00074864714,40.11750793457031,0.5382180009045681,173.54,0.0,0.0,0.5382180009045681,,,
189,24772608,50507,722,490,752,1.9247180111706257,-0.00020840524939558236,0.04318809509277344,6.179848533333334e-05,0.9921532869338989,0.9379693865776062,-0.26561906561255455,0.07679231999999998,0.00065534154,41.783363342285156,0.546133853151397,177.69,0.0,0.0,0.546133853151397,,,
,24903680,,,,756,1.7990988548845053,-0.0006789422268411727,0.04194068908691406,6.053145600000003e-05,0.9360617399215698,0.9425997734069824,-0.26430884562432766,0.07613695999999999,0.00056936,,,,,,,0.0,177.01,42.64404296875
190,24903680,50396,746,494,,,,,,,,,,,41.5371208190918,0.540892993082448,173.93,0.0,0.0,0.540892993082448,,,
191,25034752,50412,739,496,760,1.9454971347004175,-0.000653219680316397,0.03653526306152344,5.9264426666666686e-05,0.947691798210144,0.9406297206878662,-0.26510031893849373,0.0754816,0.0006640996,42.48020935058594,0.5513456623064201,180.84,0.0,0.0,0.5513456623064201,,,
192,25165824,50423,701,499,764,1.8334682397544384,-0.0005807138477393892,0.039600372314453125,5.799739733333334e-05,0.8697938919067383,0.9418292045593262,-0.2662751809693873,0.07482623999999999,0.00057301705,42.06324768066406,0.5475423116887691,177.8,0.0,0.0,0.5475423116887691,,,
193,25296896,50433,734,501,768,1.757801242172718,-0.00047975942652556114,0.039875030517578125,5.673036800000003e-05,0.8184652328491211,0.9430856704711914,-0.26576256332919,0.07417088,0.00062459346,41.03694152832031,0.5453964409459414,174.11,0.0,0.0,0.5453964409459414,,,
194,25427968,50444,756,504,772,1.9131582863628864,-0.0003361055887580733,0.0464019775390625,5.546333866666671e-05,0.9016705751419067,0.9397948384284973,-0.2654587314464152,0.07351552,0.00061233994,41.94331359863281,0.5496113397347965,177.73,0.0,0.0,0.5496113397347965,,,
195,25559040,50461,722,506,776,1.8890300244092941,-0.0005171157063159626,0.04269981384277344,5.419630933333337e-05,0.9123683571815491,0.9410567879676819,-0.2663308014161885,0.07286015999999998,0.0005174512,41.248531341552734,0.547877979549263,172.52,0.0,0.0,0.547877979549263,,,
