time/iterations,curriculum/success_rate,rollout/episodes,curriculum/frontier,time/fps,time/total_timesteps,time/time_elapsed,train/clip_fraction,train/clip_range,train/explained_variance,train/value_loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/entropy_loss,train/n_updates,train/loss,rollout/fill_mean,rollout/success_rate,rollout/win_rate_true_start,rollout/ep_rew_mean,rollout/fill_mean_true_start,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward,eval/success_rate
270,0.0030511060259344014,1004,199,32099,70778880,2204,0.07378101348876953,0.09422489599999999,0.9773263931274414,0.7347490987740457,0.0024742212,9.55014656e-05,0.0012901158597742324,-0.14901014394126832,898,0.3322311043739319,0.7098053100099602,0.0,0.0,22.056241989135742,0.39598850388601037,254.77,,,
271,0.0037821482602118004,1013,199,32096,71041024,2213,0.05703449249267578,0.09383168,0.9760018587112427,0.8395003885962069,0.0013948932,9.4741248e-05,0.0006266030368351494,-0.1508476132294163,902,0.3831678628921509,0.7119478035538006,0.0,0.0,23.606779098510742,0.39774214659685864,254.25,,,
,,,,,71303168,,0.07455730438232422,0.093438464,0.9760022163391113,0.7906392798759043,0.0029416028,9.398103040000002e-05,0.0017135272569248627,-0.152031758450903,906,0.36774304509162903,,,,,,,584.95,102.2062759399414,0.0
272,0.0022488755622188904,1021,199,32028,71303168,2226,,,,,,,,,,,0.7118251101860921,0.0,0.0,27.260099411010742,0.39008188502673796,270.95,,,
273,0.0029895366218236174,1029,199,32024,71565312,2234,0.06040191650390625,0.093045248,0.9750885367393494,0.8547590584494174,0.0015183336,9.322081280000003e-05,0.00031939203563524643,-0.15387722884770483,910,0.3902284502983093,0.711989036686103,0.01,0.0,27.786270141601562,0.3884366819371728,274.77,,,
274,0.0029784065524944155,1038,199,32022,71827456,2243,0.0633249282836914,0.092652032,0.9759491086006165,0.8357784668914974,0.0017266457,9.246059520000001e-05,0.0005105525683575252,-0.15522173524368554,914,0.38930386304855347,0.7083145171001927,0.01,0.0,22.391191482543945,0.3857171474358974,249.84,,,
275,0.0029651593773165306,1027,199,32017,72089600,2251,0.08199691772460938,0.092258816,0.9766128659248352,0.7931020469404757,0.003104309,9.170037760000002e-05,0.001560331482323818,-0.1554861880140379,918,0.35449308156967163,0.7177953079357352,0.01,0.0,28.408275604248047,0.4007636938202247,272.76,,,
276,0.0021770682148040637,1033,199,32012,72351744,2260,0.073211669921875,0.09186559999999999,0.9786704182624817,0.7491994029842317,0.0041041956,9.094016e-05,0.0014872912506689318,-0.15902628295589238,922,0.3297680616378784,0.7252692400774443,0.0,0.0,18.352031707763672,0.40080645161290324,218.99,,,
277,0.0014652014652014652,1042,199,32008,72613888,2268,0.07463836669921875,0.091472384,0.980120062828064,0.6781862257048488,0.0024801814,9.017994240000002e-05,0.000998550140138832,-0.15847672137897462,926,0.29369521141052246,0.7171904990403071,0.0,0.0,19.370746612548828,0.3946636652542373,230.26,,,
278,0.0,1064,199,32006,72876032,2276,0.0720968246459961,0.09107916799999999,0.9780198931694031,0.7550004213117063,0.0021959278,8.94197248e-05,0.0006903898784003104,-0.16115944797638804,930,0.3023366332054138,0.7081473214285714,0.0,0.0,24.405776977539062,0.3908203125,235.26,,,
279,0.0007621951219512195,1002,199,32005,73138176,2285,0.07606124877929688,0.09068595199999999,0.9761324524879456,0.821223356295377,0.0022640033,8.865950720000001e-05,0.00104556865971972,-0.16167714714538306,934,0.32502928376197815,0.7080604416167665,0.0,0.0,34.813724517822266,0.38791118421052634,297.33,,,
,,,,,73400320,,0.0704183578491211,0.090292736,0.9760150909423828,0.8212237884290516,0.0025024663,8.789928960000002e-05,0.0004367828028080112,-0.16516371932812035,938,0.39015960693359375,,,,,,,580.86,101.05033874511719,0.0
280,0.0,1048,199,31940,73400320,2297,,,,,,,,,,,0.7066361521946565,0.0,0.0,22.390832901000977,0.40200570913461536,220.2,,,
281,0.0007457121551081282,1034,199,31937,73662464,2306,0.06732654571533203,0.08989952,0.9768365621566772,0.8141505136154592,0.0016427716,8.713907200000003e-05,0.0005045854632044211,-0.16462798498105258,942,0.35791105031967163,0.7104879412475822,0.0,0.0,23.260786056518555,0.3973243199481865,230.25,,,
282,0.0007541478129713424,1032,199,31933,73924608,2314,0.06269645690917969,0.08950630399999998,0.9769642949104309,0.830586267169565,0.0023210808,8.637885439999999e-05,0.0005172486862647929,-0.16459939535707235,946,0.3471565246582031,0.7047791000484496,0.0,0.0,20.783645629882812,0.39546040655339804,217.39,,,
283,0.0007518796992481203,1037,199,31929,74186752,2323,0.06630897521972656,0.089113088,0.9768685102462769,0.8106634793803096,0.0019734285,8.56186368e-05,0.00045883004440838704,-0.16635295003652573,950,0.35051122307777405,0.7050423396817743,0.01,0.0,21.166109085083008,0.40226826690821255,224.92,,,
284,0.0007158196134574087,1109,199,31924,74448896,2332,0.07298660278320312,0.08871987199999999,0.9783324003219604,0.7663967865519226,0.0022485936,8.485841920000001e-05,0.0007830202894183458,-0.16877593204844743,954,0.36013028025627136,0.7071721426961226,0.0,0.0,34.14481735229492,0.3916015625,276.25,,,
285,0.0007057163020465773,1114,199,31922,74711040,2340,0.0775594711303711,0.088326656,0.9764900207519531,0.8393919356167316,0.0025499836,8.409820160000002e-05,0.0010494316552467353,-0.16901336412411183,958,0.4147530496120453,0.7141319288599641,0.0,0.0,23.1159725189209,0.4068250317258883,245.05,,,
286,0.0,1122,199,31918,74973184,2348,0.06493377685546875,0.08793344,0.9787195324897766,0.7716700243763626,0.0015269353,8.333798400000003e-05,0.00010643269251886522,-0.17034701851662248,962,0.31338581442832947,0.6998663101604278,0.0,0.0,26.687833786010742,0.39412888948497854,243.21,,,
287,0.0,1208,199,31915,75235328,2357,0.07771968841552734,0.08754022399999999,0.9765375852584839,0.849276227876544,0.0024294856,8.257776640000001e-05,0.0008784723390817817,-0.17374963220208883,966,0.3872470557689667,0.7105332936672185,0.0,0.0,24.266376495361328,0.39171511627906974,234.66,,,
,,,,,75497472,,0.0813760757446289,0.087147008,0.9775592088699341,0.8144282852299511,0.0018669316,8.18175488e-05,0.0012368770794637385,-0.1760966129368171,970,0.3907167315483093,,,,,,,554.3,98.13689422607422,0.0
288,0.0,1138,199,31846,75497472,2370,,,,,,,,,,,0.7132270155975395,0.0,0.0,15.550357818603516,0.3900868941326531,180.66,,,
289,0.0,1097,199,31843,75759616,2379,0.07850170135498047,0.086753792,0.9777677655220032,0.8070949539542198,0.0022632913,8.105733120000001e-05,0.0008485844246024499,-0.17490893974900246,974,0.3069760799407959,0.7095131608933455,0.0,0.0,23.799360275268555,0.39519864949748745,221.68,,,
290,0.0,1123,199,31837,76021760,2387,0.06501579284667969,0.086360576,0.9781197309494019,0.7980833789333701,0.0015362158,8.029711360000002e-05,0.00014335202376969391,-0.1758277827175334,978,0.3472583293914795,0.7094209149599288,0.0,0.0,23.71369171142578,0.3973858173076923,227.34,,,
291,0.0,1134,199,31834,76283904,2396,0.07471179962158203,0.08596735999999999,0.977672815322876,0.8262654514983296,0.0019690467,7.9536896e-05,0.0005655233771904022,-0.1785492330091074,982,0.3648322820663452,0.7115988756613757,0.0,0.0,23.84198760986328,0.3981197667464115,229.05,,,
292,0.0006662225183211193,1204,199,31830,76546048,2404,0.07518959045410156,0.08557414399999999,0.9788044691085815,0.7809526799246669,0.0024332362,7.877667840000001e-05,0.000781866686338617,-0.1801409834297374,986,0.3511292338371277,0.7155477834302325,0.0,0.0,21.775968551635742,0.3973983990147783,215.06,,,
293,0.0007117437722419929,1117,199,31828,76808192,2413,0.07511043548583984,0.08518092799999999,0.9782483577728271,0.8085178015753627,0.0023364532,7.801646080000002e-05,0.0005996886466164142,-0.18121359928045422,990,0.37495023012161255,0.7083041909131602,0.0,0.0,22.901308059692383,0.3995061910377358,219.72,,,
294,0.0,1264,199,31824,77070336,2421,0.07418155670166016,0.084787712,0.9775832891464233,0.8103174143470824,0.0022655344,7.725624320000001e-05,0.0004107958479835361,-0.18482021684758365,994,0.3347195088863373,0.7107798902294303,0.0,0.0,25.820327758789062,0.39108248873873874,220.72,,,
295,0.0,1166,199,31821,77332480,2430,0.06874275207519531,0.084394496,0.9761044979095459,0.9091169466264546,0.0019012282,7.649602560000002e-05,0.000333759632667352,-0.1862501399591565,998,0.3927842378616333,0.7030881485849056,0.0,0.0,24.898344039916992,0.3972178270042194,222.69,,,
,,,,,77594624,,0.07597541809082031,0.08400127999999998,0.9761872887611389,0.8852420374751091,0.0018483303,7.5735808e-05,0.000558626183646993,-0.18850984296295792,1002,0.39684605598449707,,,,,,,585.17,102.45601654052734,0.0
296,0.0,1174,199,31757,77594624,2443,,,,,,,,,,,0.7124580760221465,0.0,0.0,24.901578903198242,0.39180248205741625,229.45,,,
297,0.0,1188,199,31753,77856768,2451,0.07300853729248047,0.083608064,0.9779317378997803,0.8219232866540551,0.0014885007,7.497559040000001e-05,0.0003650820885923167,-0.18912584229838103,1006,0.33907628059387207,0.7082018097643098,0.0,0.0,20.637609481811523,0.39834991591928254,203.42,,,
298,0.0,1211,199,31747,78118912,2460,0.07380867004394531,0.083214848,0.9772884845733643,0.850455435924232,0.0017014709,7.421537280000002e-05,0.0003579878980417561,-0.19118212268222123,1010,0.36888542771339417,0.7098569106110653,0.0,0.0,25.720956802368164,0.39281106651376146,220.08,,,
299,0.0,1205,199,31743,78381056,2469,0.07144546508789062,0.082821632,0.977114737033844,0.8463045647367835,0.0015666352,7.345515520000004e-05,9.139310168393422e-05,-0.1927516529103741,1014,0.37571316957473755,0.7052645228215768,0.0,0.0,24.102252960205078,0.3969324945887446,218.78,,,
300,0.0,1148,199,31743,78643200,2477,0.07094383239746094,0.08242841599999999,0.9762404561042786,0.8886279105208814,0.0013909396,7.269493759999999e-05,0.00012136276563978754,-0.1933455386897549,1018,0.37038084864616394,0.7046970274390244,0.0,0.0,27.233009338378906,0.3973361784140969,228.04,,,
301,0.0,1171,199,31739,78905344,2486,0.0702371597290039,0.08203519999999999,0.9754176139831543,0.9016783977858722,0.0013082565,7.193472e-05,6.714264418405946e-05,-0.19373809883836657,1022,0.4140658378601074,0.7109808657130657,0.0,0.0,25.130762100219727,0.39814544392523366,220.26,,,
302,0.0,1206,199,31737,79167488,2494,0.07324981689453125,0.081641984,0.9775943756103516,0.8279445352964103,0.001647409,7.117450240000001e-05,0.0003472388198133558,-0.19532315037213266,1026,0.39909109473228455,0.7084823279436152,0.0,0.0,25.63055992126465,0.38659446022727273,210.47,,,
303,0.0,1243,199,31733,79429632,2503,0.06513404846191406,0.081248768,0.9748895764350891,0.9384452127851546,0.0015219981,7.041428480000002e-05,-1.9893293938366696e-05,-0.1997601066250354,1030,0.4041175842285156,0.7023802041432019,0.0,0.0,28.61777114868164,0.40346414728682173,233.28,,,
,,,,,79691776,,0.07526111602783203,0.080855552,0.9745315909385681,0.9409691537730396,0.0018483101,6.965406720000003e-05,0.00037646912915079156,-0.19959308591205627,1034,0.38522398471832275,,,,,,,570.2,99.82097625732422,0.0
304,0.0,1240,199,31680,79691776,2515,,,,,,,,,,,0.7003717237903225,0.0,0.0,24.552295684814453,0.3974987887596899,198.75,,,
305,0.0,1255,199,31677,79953920,2523,0.07130622863769531,0.080462336,0.974609375,0.950126294977963,0.0016197021,6.889384960000002e-05,0.00017779614972823765,-0.20046363270375878,1038,0.489931583404541,0.6988296812749004,0.0,0.0,29.928089141845703,0.39046036877394635,232.96,,,
306,0.0,1257,199,31674,80216064,2532,0.07210826873779297,0.08006912,0.9732135534286499,1.026380876544863,0.0016297151,6.8133632e-05,0.0003084362801928364,-0.2002513506449759,1042,0.48648208379745483,0.7081033711217184,0.0,0.0,15.481456756591797,0.3965591755319149,159.56,,,
307,0.0,1201,199,31672,80478208,2540,0.0723867416381836,0.07967590399999999,0.9750622510910034,0.9395004040561616,0.001575961,6.737341440000001e-05,0.0002653773835845641,-0.20238936424721032,1046,0.4139550030231476,0.7086574989592007,0.0,0.0,23.213563919067383,0.39662772362385323,197.47,,,
308,0.0,1275,199,31670,80740352,2549,0.0725088119506836,0.079282688,0.9757810235023499,0.9152809190563858,0.0013607845,6.661319680000002e-05,0.00022974363764660666,-0.20252457668539137,1050,0.3575742244720459,0.7088480392156863,0.0,0.0,33.3394775390625,0.39451441271551724,251.57,,,
309,0.0,1214,199,31668,81002496,2557,0.07309627532958984,0.07888947199999999,0.9742836952209473,0.964616721495986,0.0013838777,6.585297920000001e-05,0.00011363433850419824,-0.20212599262595177,1054,0.41316932439804077,0.7019119388385503,0.0,0.0,22.65109634399414,0.4089105561023622,199.94,,,
310,0.0,1280,199,31665,81264640,2566,0.07206535339355469,0.07849625599999999,0.9748015999794006,0.9368886915035546,0.0013604711,6.509276160000002e-05,2.5378981945323176e-05,-0.2038512707222253,1058,0.42781564593315125,0.7048370361328125,0.0,0.0,26.657669067382812,0.3968718998015873,213.37,,,
311,0.0,1285,199,31663,81526784,2574,0.0718069076538086,0.07810304,0.9739382266998291,0.9760792651213706,0.0013654424,6.433254400000003e-05,1.4441953226196347e-05,-0.20596675109118223,1062,0.47804853320121765,0.7041980787937743,0.0,0.0,27.420923233032227,0.4047452577821012,210.1,,,
,,,,,81788928,,0.06999397277832031,0.077709824,0.973914384841919,0.9816018315032125,0.0013867037,6.357232640000004e-05,0.00011612264734139899,-0.2080045590410009,1066,0.45383480191230774,,,,,,,579.8,101.96139526367188,0.0
312,0.0,1283,199,31606,81788928,2587,,,,,,,,,,,0.7039257355806703,0.0,0.0,24.69141387939453,0.3912681977911647,199.63,,,
313,0.0,1253,199,31605,82051072,2596,0.07834720611572266,0.07731660799999998,0.9729116559028625,1.005359030328691,0.0015506864,6.28121088e-05,0.0003165821913171385,-0.2066011264687404,1070,0.45406481623649597,0.703414929169992,0.0,0.0,27.5771484375,0.3941421812749004,213.9,,,
314,0.0,1276,199,31605,82313216,2604,0.06832504272460938,0.076923392,0.9738215804100037,0.9948921822942793,0.0011022245,6.20518912e-05,-2.1386011212598532e-05,-0.20687074377201498,1074,0.44895878434181213,0.7067312402037618,0.0,0.0,27.335264205932617,0.3927660826359833,215.78,,,
315,0.0,1236,199,31605,82575360,2612,0.06505584716796875,0.07653017599999999,0.9737400412559509,0.9974266807548702,0.0013770617,6.129167360000002e-05,-6.854290677438257e-05,-0.20716219872701913,1078,0.5010258555412292,0.7080236144822006,0.0,0.0,25.1796875,0.3986037234042553,211.35,,,
316,0.0,1282,199,31604,82837504,2621,0.06990242004394531,0.07613695999999999,0.9738311767578125,0.9827727857045829,0.0013754633,6.053145600000003e-05,0.0001924453558785899,-0.2083378122188151,1082,0.4428215026855469,0.6991547630655226,0.0,0.0,27.231830596923828,0.38902764869888473,209.21,,,
317,0.0,1306,199,31601,83099648,2629,0.07720375061035156,0.075743744,0.9704996943473816,1.088673324789852,0.0013205117,5.977123840000004e-05,6.409095158232958e-05,-0.20977750793099403,1086,0.5085821747779846,0.7073094132848392,0.0,0.0,23.9671573638916,0.40211215415019763,193.88,,,
318,0.0,1298,199,31597,83361792,2638,0.06859970092773438,0.07535052799999999,0.9736267328262329,0.9763048449531198,0.0012154332,5.9011020799999995e-05,-4.836383914152975e-05,-0.21074438223149627,1090,0.4536304175853729,0.7068175799306625,0.0,0.0,21.0000057220459,0.401109375,181.03,,,
319,0.0,1289,199,31593,83623936,2646,0.06973552703857422,0.074957312,0.9735636115074158,0.9869554033502936,0.0012101675,5.8250803200000006e-05,8.55535708979005e-05,-0.20947183738462627,1094,0.42883893847465515,0.7033734968968193,0.0,0.0,26.602371215820312,0.39673322876447875,208.67,,,
,,,,,83886080,,0.06650447845458984,0.074564096,0.9716107845306396,1.0585686098784208,0.001173495,5.749058560000002e-05,-0.00021506693065020954,-0.20997133455239236,1098,0.5263304114341736,,,,,,,592.65,104.0285415649414,0.0
320,0.0,1312,199,31530,83886080,2660,,,,,,,,,,,0.707224776105183,0.0,0.0,24.980974197387695,0.393765625,190.07,,,
321,0.0,1285,199,31526,84148224,2669,0.0708761215209961,0.07417088,0.9713901877403259,1.0643501803278923,0.0010980002,5.673036800000003e-05,2.4508640308340546e-06,-0.21398662438150495,1102,0.40061232447624207,0.7004499027237354,0.0,0.0,32.250572204589844,0.40469898897058826,230.48,,,
322,0.0,1259,199,31522,84410368,2677,0.0698699951171875,0.07377766399999999,0.9722020626068115,1.0519776451401412,0.0011695116,5.597015040000001e-05,4.7485734739893815e-05,-0.21260717592667788,1106,0.498159795999527,0.7069909154090548,0.0,0.0,24.998003005981445,0.4015593624497992,203.04,,,
323,0.0,1289,199,31520,84672512,2686,0.06893730163574219,0.07338444799999999,0.9730915427207947,1.0181999602355063,0.0011404516,5.520993280000002e-05,-7.678135625610594e-05,-0.21221991267520934,1110,0.4414054751396179,0.7138982496121024,0.0,0.0,20.286035537719727,0.4048090277777778,174.99,,,
324,0.0,1266,199,31518,84934656,2694,0.07445240020751953,0.07299123199999999,0.9738190174102783,0.997244453523308,0.0015834342,5.4449715200000006e-05,0.00040325539748664596,-0.21521438437048346,1114,0.43185120820999146,0.7044579383886256,0.0,0.0,22.686847686767578,0.39865196078431375,184.18,,,
325,0.0,1290,199,31515,85196800,2703,0.06640148162841797,0.07259801599999999,0.9717592000961304,1.074919048231095,0.00091929606,5.3689497600000044e-05,-0.0002546950881878729,-0.21616046910639852,1118,0.46426138281822205,0.7025648013565892,0.0,0.0,26.967506408691406,0.3983053336466165,203.54,,,
326,0.0,1273,199,31511,85458944,2711,0.06616592407226562,0.07220480000000001,0.9707995057106018,1.0961761781945825,0.0009952892,5.292928000000003e-05,-0.0001924696648529789,-0.21608860848937184,1122,0.5206015110015869,0.7024499214454045,0.0,0.0,23.324636459350586,0.3945462164750958,186.4,,,
327,0.0,1315,199,31507,85721088,2720,0.0689535140991211,0.07181158399999998,0.9701206684112549,1.1320608197711408,0.0010275908,5.216906240000001e-05,-0.00010575936084933346,-0.220163514604792,1126,0.536543071269989,0.7104830085551331,0.0,0.0,20.676918029785156,0.4048796622983871,164.11,,,
,,,,,85983232,,0.07026004791259766,0.07141836799999998,0.9724520444869995,1.041998740285635,0.0010917019,5.1408844799999995e-05,2.5059022846107837e-05,-0.21888149238657206,1130,0.5019586682319641,,,,,,,564.0,100.21720886230469,0.0
328,0.0,1318,199,31455,85983232,2733,,,,,,,,,,,0.6979591473823976,0.0,0.0,25.795307159423828,0.399526350174216,195.73,,,
329,0.0,1268,199,31453,86245376,2741,0.0736541748046875,0.07102515200000001,0.9692080020904541,1.1562727224081755,0.0013428312,5.064862720000003e-05,0.00012856106241088128,-0.2192717967554927,1134,0.5614060163497925,0.6999427001182965,0.0,0.0,29.31783676147461,0.39950810185185187,213.2,,,
330,0.0,1343,199,31453,86507520,2750,0.06587886810302734,0.070631936,0.9704145193099976,1.1237238007597625,0.0010617736,4.9888409600000016e-05,-0.00026195607279078104,-0.21888654225040227,1138,0.49125367403030396,0.7026567153760238,0.0,0.0,25.499366760253906,0.4002118177816901,191.67,,,
331,0.0,1301,199,31452,86769664,2758,0.06803131103515625,0.07023871999999998,0.9696888327598572,1.1250882591120899,0.00095986965,4.9128192e-05,-0.00014590771479561226,-0.21846138022374362,1142,0.5721811056137085,0.7048124039200615,0.0,0.0,28.63193130493164,0.40479068396226414,209.12,,,
332,0.0,1333,199,31449,87031808,2767,0.06952476501464844,0.069845504,0.9706174731254578,1.0885533061809838,0.0010171684,4.836797440000004e-05,-5.1124205128871836e-05,-0.21864560153335333,1146,0.5420534610748291,0.7116202878844711,0.0,0.0,23.98181915283203,0.3982327368951613,189.19,,,
333,0.0,1382,199,31447,87293952,2775,0.06909847259521484,0.069452288,0.9720359444618225,1.0516505083069205,0.0009885107,4.760775680000002e-05,-2.7506343030836433e-05,-0.22236304078251123,1150,0.45833665132522583,0.7026162264833574,0.0,0.0,30.668699264526367,0.40324935121107264,212.35,,,
334,0.0,1352,199,31445,87556096,2784,0.07157707214355469,0.069059072,0.9693020582199097,1.1525507573969662,0.0010778678,4.6847539200000005e-05,7.266542615980143e-05,-0.2214554784586653,1154,0.5815708637237549,0.7047285271819527,0.0,0.0,26.428136825561523,0.3952062270220588,192.91,,,
335,0.0,1365,199,31443,87818240,2792,0.06566238403320312,0.06866585599999997,0.9696053266525269,1.1260609622113407,0.000895889,4.608732159999999e-05,-0.00020921582290611695,-0.22163220518268645,1158,0.5326774716377258,0.7009729853479854,0.0,0.0,23.275541305541992,0.3994241998269896,175.5,,,
,,,,,88080384,,0.07232284545898438,0.06827264,0.9692344069480896,1.1561317457817495,0.0009423136,4.5327104000000026e-05,3.0199029879440786e-05,-0.22011623496655375,1162,0.5435172319412231,,,,,,,570.29,100.73089599609375,0.0
336,0.0,1367,199,31392,88080384,2805,,,,,,,,,,,0.7131978099853694,0.0,0.0,22.27657699584961,0.4007781498015873,174.46,,,
337,0.0,1352,199,31393,88342528,2814,0.06560707092285156,0.067879424,0.9714681506156921,1.0848912987858057,0.00085559976,4.456688640000001e-05,-0.00023767124594087363,-0.22231822705361992,1166,0.47370973229408264,0.7051792483357988,0.0,0.0,30.121034622192383,0.3935619212962963,210.0,,,
338,0.0,1377,199,31393,88604672,2822,0.06814193725585938,0.06748620799999999,0.9677339792251587,1.2221042700111866,0.0008756825,4.380666880000005e-05,-7.290912981261499e-05,-0.22266362991649657,1170,0.6449326872825623,0.7086085012708787,0.0,0.0,29.464113235473633,0.40207188644688646,206.92,,,
339,0.0,1325,199,31390,88866816,2831,0.06536293029785156,0.06709299199999999,0.9697237610816956,1.1499504945240915,0.0008170491,4.304645120000003e-05,-0.00019200214137526928,-0.22313323512207717,1174,0.468214213848114,0.7014033018867925,0.0,0.0,26.939558029174805,0.4077354753521127,201.48,,,
340,0.0,1353,199,31388,89128960,2839,0.06756210327148438,0.06669977599999999,0.9702698588371277,1.1340315351262689,0.0007731718,4.2286233600000015e-05,-5.013067266190774e-05,-0.22328151937108487,1178,0.4773426651954651,0.7171072385439764,0.0,0.0,22.56463623046875,0.39476799242424243,176.39,,,
341,0.0,1343,199,31388,89391104,2847,0.06778812408447266,0.06630655999999999,0.9710906744003296,1.0969267399050295,0.0008954471,4.1526016e-05,-0.00011498139519972028,-0.2244988044258207,1182,0.5307462215423584,0.7106437313849591,0.0,0.0,21.006568908691406,0.39215625,154.46,,,
342,0.0,1321,199,31384,89653248,2856,0.06171131134033203,0.06591334399999998,0.9697275757789612,1.127959381788969,0.0007219484,4.076579840000004e-05,-0.0003522180745676451,-0.22356534050777555,1186,0.5441382527351379,0.702681443981832,0.0,0.0,23.602859497070312,0.3929774628252788,178.16,,,
343,0.0,1295,199,31385,89915392,2864,0.062160491943359375,0.06552012799999998,0.9676495790481567,1.2002290096133947,0.00077899545,4.000558080000002e-05,-0.0002487240390109946,-0.2246945162769407,1190,0.6198416352272034,0.7039786438223938,0.0,0.0,32.868492126464844,0.39716467696629215,222.55,,,
,,,,,90177536,,0.06733131408691406,0.06512691199999998,0.9681541323661804,1.186791431158781,0.0009142595,3.9245363200000004e-05,4.958961108059157e-05,-0.22319918253924698,1194,0.5553414821624756,,,,,,,562.14,99.90906524658203,0.0
344,0.0,1330,199,31335,90177536,2877,,,,,,,,,,,0.7007401315789473,0.0,0.0,32.076969146728516,0.4030980603448276,224.08,,,
345,0.0,1351,199,31334,90439680,2886,0.06346416473388672,0.06473369599999998,0.9683808088302612,1.1772858458571136,0.0006304011,3.848514559999999e-05,-0.00017265079759454238,-0.22448165260720998,1198,0.5453813672065735,0.7147801397113249,0.0,0.0,24.019519805908203,0.40266525205761317,181.5,,,
346,0.0,1314,199,31334,90701824,2894,0.057708740234375,0.06434047999999998,0.9707643985748291,1.0906463540159166,0.0006365331,3.7724928000000026e-05,-0.0004550446424218535,-0.2259986080462113,1202,0.4947052597999573,0.7047719273211568,0.0,0.0,28.804201126098633,0.41446563612099646,206.84,,,
347,0.0,1346,199,31332,90963968,2903,0.06133842468261719,0.063947264,0.9711027145385742,1.095671291463077,0.00072899216,3.696471040000001e-05,-0.0002264696854581416,-0.2251698278123513,1206,0.54012531042099,0.6948568675705795,0.0,0.0,26.622934341430664,0.396578577170418,188.11,,,
348,0.0,1322,199,31330,91226112,2911,0.05906105041503906,0.063554048,0.9658553004264832,1.2702623791992664,0.0005735144,3.620449280000005e-05,-0.00043459239623189205,-0.22357819008175284,1210,0.5742450952529907,0.6989203148638427,0.0,0.0,29.729291915893555,0.39696420847750863,201.76,,,
349,0.0,1336,199,31328,91488256,2920,0.060321807861328125,0.06316083199999997,0.9657114744186401,1.2688767248764634,0.0006780374,3.544427520000003e-05,-0.00022884454165250645,-0.22578224260360003,1214,0.6158946752548218,0.7089317458832335,0.0,0.0,25.529783248901367,0.40180039943609025,181.25,,,
350,0.0,1361,199,31325,91750400,2928,0.05707263946533203,0.062767616,0.9685872197151184,1.1661730357445776,0.000627703,3.4684057600000014e-05,-0.00034639966315808124,-0.22455074137542397,1218,0.5518880486488342,0.7049245729243203,0.0,0.0,28.05182647705078,0.4031748670212766,199.22,,,
351,0.0,1341,199,31323,92012544,2937,0.06207275390625,0.062374399999999997,0.9678084850311279,1.2004522373899817,0.00074170425,3.392384000000005e-05,-0.00015158129872361314,-0.22484104766044766,1222,0.5909264087677002,0.7022569444444444,0.0,0.0,28.35930824279785,0.3897647788808664,201.74,,,
,,,,,92274688,,0.06100749969482422,0.061981183999999995,0.9655947685241699,1.2875000340864062,0.000609632,3.3163622400000036e-05,-0.00033530900873302016,-0.22572184866294265,1226,0.5669882893562317,,,,,,,563.9,100.31730651855469,0.0
352,0.0,1342,199,31274,92274688,2950,,,,,,,,,,,0.7078549972056631,0.0,0.0,25.112951278686523,0.4079508763837638,178.09,,,
353,0.0,1308,199,31271,92536832,2959,0.059920310974121094,0.06158796799999999,0.9690892696380615,1.1537820305675268,0.0006938962,3.240340480000002e-05,-0.0001118519567171461,-0.22343721974175423,1230,0.5318266153335571,0.7085901662844036,0.0,0.0,25.467233657836914,0.4013260296934866,183.8,,,
354,0.0,1379,199,31269,92798976,2967,0.05222129821777344,0.06119475199999999,0.968026876449585,1.1794651560485363,0.00046271802,3.16431872e-05,-0.00027663206219585845,-0.22490029828622937,1234,0.5695496797561646,0.7060313179840464,0.0,0.0,29.78543472290039,0.40401785714285715,205.61,,,
355,0.0,1350,199,31267,93061120,2976,0.052496910095214844,0.06080153599999999,0.9667255282402039,1.2119375513866544,0.0005494992,3.088296960000004e-05,-0.0003733069243025966,-0.22541955253109336,1238,0.5768644213676453,0.6995543981481481,0.0,0.0,32.404747009277344,0.39710911195286197,206.31,,,
356,0.0,1370,199,31265,93323264,2984,0.05452728271484375,0.06040831999999999,0.9650933146476746,1.2755719227716327,0.0004719199,3.0122752000000025e-05,-0.00043743763217207743,-0.2237803387688473,1242,0.5177872180938721,0.706153056569343,0.0,0.0,28.578561782836914,0.3953573028673835,192.48,,,
357,0.0,1420,199,31264,93585408,2993,0.05678272247314453,0.060015103999999986,0.9657518267631531,1.248992602340877,0.0005563401,2.9362534400000063e-05,-0.00030588252002416993,-0.22402669256553054,1246,0.5789350271224976,0.7097738776408451,0.0,0.0,28.284032821655273,0.4020240213523132,197.01,,,
358,0.0,1394,199,31258,93847552,3002,0.06069660186767578,0.059621887999999984,0.9664300084114075,1.2355203768238425,0.00053683715,2.8602316799999992e-05,-0.0001784944061000715,-0.22458898241166025,1250,0.5544576048851013,0.7076253138450502,0.0,0.0,32.4245491027832,0.39804826512455516,216.5,,,
359,0.0,1423,199,31254,94109696,3011,0.053185462951660156,0.05922867199999998,0.9650989174842834,1.2822215743362904,0.0005861135,2.784209920000003e-05,-0.000318829258048936,-0.22390944906510413,1254,0.6412686705589294,0.7140339511595222,0.0,0.0,23.089693069458008,0.4008107311320755,171.33,,,
