curriculum/frontier,time/total_timesteps,time/iterations,curriculum/success_rate,time/fps,time/time_elapsed,rollout/episodes,rollout/ep_len_mean,rollout/success_rate,train/explained_variance,rollout/ep_rew_mean,train/approx_kl,rollout/win_rate_true_start,train/learning_rate,rollout/fill_mean,train/n_updates,train/entropy_loss,rollout/fill_mean_true_start,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
13,393216,12,0.8745046235138706,36712,10,1991,17.29,0.78,0.14670509099960327,14.493709564208984,0.002645078,0.4591194968553459,0.00027909401599999996,0.9680750878955299,44,-0.4191155703738332,0.9099842767295597,9.942880898714066,0.18918656,4.974337577819824,0.01799774169921875,-0.0021426786697702482,,,
13,425984,13,0.8817456593148757,36987,11,2055,15.7,0.81,0.17631351947784424,14.475299835205078,0.0035984446,0.4740566037735849,0.00027719347199999997,0.9708333333333333,48,-0.37640559766441584,0.9056603773584906,9.613135755062103,0.18820352,4.71983528137207,0.0253448486328125,-0.0030842695050523616,,,
13,458752,14,0.8965028355387523,37300,12,2022,16.07,0.78,0.19638949632644653,13.854928970336914,0.0028346502,0.5344827586206896,0.000275292928,0.9740046983184966,52,-0.3374664532020688,0.9154864532019704,9.0146025121212,0.18722048000000002,4.623997211456299,0.018768310546875,-0.002415129121800419,,,
12,491520,15,0.912211868563021,37507,13,1954,14.8,0.87,0.21711474657058716,14.916199684143066,0.0017125176,0.5180722891566265,0.000273392384,0.9745713920163767,56,-0.3208868335932493,0.9149096385542169,7.981755584478378,0.18623744,3.568690776824951,0.0159149169921875,-0.0015049247813294642,,,
11,524288,16,0.9077144917087239,37747,13,1795,20.2,0.81,0.24231386184692383,15.620798110961914,0.0017168275,0.6004901960784313,0.00027149184,0.9760793871866296,60,-0.30435027834028006,0.9342830882352942,7.626610830426216,0.1852544,3.8896923065185547,0.01732635498046875,-0.0024766973583609797,,,
11,557056,17,0.8739635157545605,37990,14,1556,18.65,0.86,0.24837791919708252,15.872350692749023,0.0037619618,0.6,0.00026959129599999997,0.9716821979434447,64,-0.2816648744046688,0.9339285714285714,6.883240252733231,0.18427136,3.470454692840576,0.03040313720703125,-0.002200343857111875,,,
11,589824,18,0.8797878609310548,38278,15,1508,23.52,0.86,0.2701229453086853,16.947479248046875,0.0029583217,0.639871382636656,0.000267690752,0.9764588859416445,68,-0.27369522117078304,0.9423231511254019,7.172035664319992,0.18328832,3.704829454421997,0.029052734375,-0.0018163334534619935,,,
10,622592,19,0.9035997559487492,38498,16,1457,23.16,0.82,0.30178314447402954,16.7778377532959,0.0028731015,0.660377358490566,0.000265790208,0.9757206588881263,72,-0.2550560007803142,0.9398584905660378,5.880667194724083,0.18230528000000001,2.8758959770202637,0.0235748291015625,-0.0023739649295748677,,,
,655360,,,,,,,,0.3219943046569824,,0.0025848853,,0.00026388966399999996,,76,-0.2387829045765102,,5.7704575806856155,0.18132224,2.7168736457824707,0.0260772705078125,-0.0024946218836703338,0.79,22.049497604370117,41.49
9,655360,20,0.9013806706114399,37934,17,1319,23.8,0.82,,16.837200164794922,,0.6950819672131148,,0.978440106141016,,,0.953688524590164,,,,,,,,
9,688128,21,0.8788221970554927,37988,18,1169,27.36,0.84,0.3515018820762634,17.773639678955078,0.0025878896,0.7272727272727273,0.00026198911999999997,0.975352865697177,80,-0.22293764352798462,0.951048951048951,4.941315472126007,0.1803392,2.5862343311309814,0.03040313720703125,-0.002548621181631461,,,
9,720896,22,0.8761835396941005,38003,18,1115,30.72,0.84,0.3726258873939514,18.210281372070312,0.0020445304,0.7355371900826446,0.000260088576,0.9757286995515695,84,-0.21610682224854827,0.9519628099173554,4.89676508307457,0.17935616000000001,2.3139307498931885,0.02643585205078125,-0.001203898591484176,,,
9,753664,23,0.8930402930402931,38086,19,1102,30.89,0.87,0.39003968238830566,18.910110473632812,0.0020776042,0.7932489451476793,0.000258188032,0.9800362976406534,88,-0.1954278820194304,0.9643987341772152,4.509057983756065,0.17837312000000002,2.334821939468384,0.01789093017578125,-0.0014960927364882082,,,
8,786432,24,0.9038884812912693,38228,20,1098,29.23,0.83,0.3876744508743286,17.831771850585938,0.0013259299,0.774468085106383,0.000256287488,0.980134335154827,92,-0.1856227214448154,0.9643617021276596,3.9027837812900543,0.17739008,2.010979413986206,0.01593780517578125,-0.0017554267760715447,,,
7,819200,25,0.9231738035264484,38293,21,1003,30.89,0.85,0.4085031747817993,18.580108642578125,0.0025043401,0.8038277511961722,0.00025438694399999997,0.984172482552343,96,-0.16969209536910057,0.9641148325358851,3.8449820429086685,0.17640704000000001,1.7639061212539673,0.02767181396484375,-0.002223851877715788,,,
7,851968,26,0.8975817923186344,38508,22,921,36.76,0.91,0.43478119373321533,20.424240112304688,0.0013366712,0.8853211009174312,0.0002524864,0.9823561346362649,100,-0.16611307254061103,0.9767775229357798,3.0017600506544113,0.17542400000000002,1.5124949216842651,0.01306915283203125,-0.0011537070822669193,,,
6,884736,27,0.915126050420168,38682,22,882,38.26,0.93,0.455233633518219,21.062742233276367,0.002105467,0.875,0.000250585856,0.9875992063492064,104,-0.16518448339775205,0.9853515625,2.7536642029881477,0.17444096,1.4690581560134888,0.0191650390625,-0.0015141557596507482,,,
5,917504,28,0.9121212121212121,38826,23,823,39.26,0.92,0.513198971748352,20.921737670898438,0.0019439666,0.8588957055214724,0.000248685312,0.9847357229647631,108,-0.1616163239814341,0.9723926380368099,2.335685260593891,0.17345792000000002,0.9733337759971619,0.0232391357421875,-0.0013885034786653705,,,
4,950272,29,0.9272097053726169,38921,24,746,42.05,0.91,0.5122223496437073,21.598949432373047,0.0015523611,0.8875739644970414,0.00024678476799999997,0.9872654155495979,112,-0.16608202969655395,0.9796597633136095,2.4248402938246727,0.17247488,1.2748042345046997,0.01697540283203125,-0.0009171818528557196,,,
,983040,,,,,,,,0.5429384708404541,,0.0015088173,,0.000244884224,,116,-0.17281786305829883,,1.9858662262558937,0.17149184,0.9518131017684937,0.02032470703125,-0.0015052954804559704,0.91,22.728740692138672,52.17
3,983040,30,0.9202334630350194,38222,25,725,44.85,0.87,,21.606149673461914,,0.909952606635071,,0.9880172413793104,,,0.9872630331753555,,,,,,,,
3,1015808,31,nan,38251,26,710,46.28,0.95,0.583143949508667,23.004718780517578,0.0015354904,0.9264705882352942,0.00024298368,0.9873239436619718,120,-0.17477414617314935,0.9898897058823529,1.8586765192449093,0.17050880000000002,0.9641068577766418,0.01657867431640625,-0.0014711833646288142,,,
2,1048576,32,0.9001218026796589,38355,27,697,46.65,0.91,0.6064324378967285,22.914344787597656,0.0018857192,0.9267515923566879,0.00024108313599999995,0.9881635581061693,124,-0.1720068189315498,0.9906449044585988,1.855392251163721,0.16952576,0.9302390217781067,0.024505615234375,-0.001384897346724756,,,
2,1081344,33,nan,38404,28,701,46.61,0.93,0.614409327507019,23.164384841918945,0.0010508319,0.9088145896656535,0.000239182592,0.9838623395149786,128,-0.16835953202098608,0.9848024316109423,1.7848230823874474,0.16854272,0.826900064945221,0.014862060546875,-0.0009798028549994342,,,
1,1114112,34,0.9211309523809523,38489,28,688,48.67,0.95,0.6089670062065125,23.852327346801758,0.0015808139,0.9175257731958762,0.00023728204799999998,0.9871911337209303,132,-0.1728064571507275,0.9850193298969072,1.870465949177742,0.16755968,0.9149565100669861,0.0186920166015625,-0.001355271197098773,,,
1,1146880,35,nan,38562,29,689,47.91,0.98,0.6264019012451172,24.243087768554688,0.0015167479,0.9353233830845771,0.000235381504,0.9896589259796807,136,-0.16415961319580674,0.9888059701492538,1.674406971782446,0.16657664,0.6707721948623657,0.02448272705078125,-0.0012679763603955507,,,
1,1179648,36,nan,38612,30,664,47.53,0.93,0.6474788784980774,23.973464965820312,0.001329171,0.9232209737827716,0.00023348095999999998,0.9889871987951807,140,-0.16975520877167583,0.9870084269662921,1.4360038451850414,0.1655936,0.6232774257659912,0.01621246337890625,-0.0011664572448353283,,,
1,1212416,37,nan,38690,31,696,46.83,0.84,0.6413598656654358,22.694169998168945,0.0018278044,0.9050359712230216,0.000231580416,0.9851831896551724,144,-0.17463243613019586,0.9851618705035972,1.4030644744634628,0.16461056000000002,0.7170361876487732,0.02204132080078125,-0.0010847025405382738,,,
1,1245184,38,nan,38744,32,692,46.87,0.93,0.6153737306594849,24.03412437438965,0.0018284069,0.9060693641618497,0.00022967987199999998,0.9866329479768786,148,-0.1687402268871665,0.9866329479768786,1.9679630771279335,0.16362752,1.0685878992080688,0.0231475830078125,-0.0011381026561139151,,,
1,1277952,39,nan,38799,32,700,46.72,0.94,0.634697675704956,24.134275436401367,0.0018096481,0.9157142857142857,0.00022777932799999997,0.9851785714285715,152,-0.16274492628872395,0.9851785714285715,1.8726220950484276,0.16264447999999998,1.0383745431900024,0.02032470703125,-0.0011506662322062766,,,
,1310720,,,,,,,,0.6427770853042603,,0.0018471815,,0.000225878784,,156,-0.16285697789862752,,1.8312277793884277,0.16166144,0.8391584157943726,0.02147674560546875,-0.001283239631447941,0.93,23.95421600341797,46.78
1,1310720,40,nan,38426,34,688,46.18,0.95,,24.284814834594727,,0.9229651162790697,,0.9884629360465116,,,0.9884629360465116,,,,,,,,
1,1343488,41,nan,38541,34,719,47.53,0.87,0.6596906781196594,23.163463592529297,0.0016585758,0.9026425591098748,0.00022397824000000002,0.9852225312934632,160,-0.15721763810142875,0.9852225312934632,1.5936914719641209,0.1606784,0.8290327191352844,0.0225372314453125,-0.0013550941403082106,,,
1,1376256,42,nan,38556,35,672,46.05,0.91,0.6352276802062988,23.664945602416992,0.0015230314,0.9211309523809523,0.00022207769599999998,0.9845610119047619,164,-0.14964021695777774,0.9845610119047619,2.005591109395027,0.15969536,1.063533902168274,0.02236175537109375,-0.001000493168248795,,,
1,1409024,43,nan,38629,36,709,47.59,0.94,0.6405540704727173,24.163406372070312,0.0016250422,0.9167842031029619,0.000220177152,0.9876586741889986,168,-0.1443765009753406,0.9876586741889986,1.7007516399025917,0.15871232000000002,0.9136594533920288,0.01949310302734375,-0.0008302563619508874,,,
1,1441792,44,nan,38591,37,694,47.22,0.93,0.6521492004394531,23.983774185180664,0.0018579414,0.9221902017291066,0.000218276608,0.9858609510086456,172,-0.1486404617317021,0.9858609510086456,1.755277194082737,0.15772928,1.033467173576355,0.0232086181640625,-0.0005245591710263398,,,
1,1474560,45,nan,38673,38,706,47.19,0.92,0.6377710103988647,23.773805618286133,0.0011439206,0.9263456090651558,0.00021637606399999996,0.9873406515580736,176,-0.14108194271102548,0.9873406515580736,1.7264316491782665,0.15674624,0.8965681791305542,0.0186614990234375,-0.000947902663028799,,,
1,1507328,46,nan,38704,38,682,47.74,0.94,0.6514806151390076,24.203258514404297,0.0015995749,0.9296187683284457,0.00021447551999999998,0.9890029325513197,180,-0.13934497721493244,0.9890029325513197,1.6300765126943588,0.1557632,0.8550006151199341,0.02227783203125,-0.0008529998631274793,,,
1,1540096,47,nan,38790,39,701,46.96,0.96,0.6752561330795288,24.39403533935547,0.00085980253,0.9557774607703281,0.000212574976,0.9917974322396577,184,-0.13722563069313765,0.9917974322396577,1.4853658899664879,0.15478016,0.7191959619522095,0.01433563232421875,-0.0011267584741290193,,,
1,1572864,48,nan,38892,40,712,47.57,0.93,0.7154438495635986,23.95342254638672,0.0011605208,0.9367977528089888,0.000210674432,0.9900807584269663,188,-0.13611278077587485,0.9900807584269663,1.133519859984517,0.15379712,0.540519654750824,0.01383209228515625,-0.001209771533467574,,,
1,1605632,49,nan,39000,41,674,47.84,0.97,0.6933565139770508,24.573158264160156,0.0012434226,0.9584569732937686,0.000208773888,0.9932307121661721,192,-0.12664795550517738,0.9932307121661721,1.3642798885703087,0.15281408000000002,0.7156765460968018,0.0178985595703125,-0.00010429354369989596,,,
,1638400,,,,,,,,0.7281888723373413,,0.0014531979,,0.00020687334399999998,,196,-0.12914187181741,,1.0486947558820248,0.15183104,0.6235100626945496,0.0247344970703125,-0.0009945956262527034,0.93,23.99506378173828,45.93
1,1638400,50,nan,38736,42,700,46.73,0.97,,24.504270553588867,,0.9514285714285714,,0.990625,,,0.990625,,,,,,,,
1,1671168,51,nan,38766,43,709,46.87,0.92,0.7218186855316162,23.894123077392578,0.0011274187,0.9506346967559943,0.0002049728,0.9923307475317349,200,-0.1258228956721723,0.9923307475317349,1.1465721260756254,0.150848,0.5285688042640686,0.0185089111328125,-0.001132476463681087,,,
1,1703936,52,nan,38817,43,710,45.29,0.94,0.7172987461090088,24.175703048706055,0.001289367,0.9464788732394366,0.000203072256,0.991637323943662,204,-0.12426353548653424,0.991637323943662,1.167970908805728,0.14986496,0.5262019038200378,0.02447509765625,-0.0008114890733850189,,,
1,1736704,53,nan,38863,44,693,47.2,0.94,0.732329249382019,24.213794708251953,0.0014334552,0.9494949494949495,0.00020117171199999996,0.9931457431457431,208,-0.11934490199200809,0.9931457431457431,1.1492145955562592,0.14888192,0.5912395715713501,0.02045440673828125,-0.0005600933691312093,,,
1,1769472,54,nan,38946,45,711,47.39,0.96,0.7281827926635742,24.433603286743164,0.0013587663,0.9493670886075949,0.00019927116799999998,0.990506329113924,212,-0.12386112683452666,0.990506329113924,1.1631047874689102,0.14789888,0.6781335473060608,0.01605987548828125,-0.00030204385257093236,,,
1,1802240,55,nan,38968,46,711,46.35,0.94,0.7233505249023438,24.1346492767334,0.0012335171,0.9465541490857946,0.000197370624,0.9896272855133614,216,-0.11873755604028702,0.9896272855133614,1.2184290029108524,0.14691584000000002,0.6212388277053833,0.01947784423828125,-0.0007322548335650936,,,
1,1835008,56,nan,39000,47,696,46.24,0.95,0.7205542922019958,24.27475357055664,0.00089411286,0.9367816091954023,0.00019547008,0.9885955459770115,220,-0.11810962948948145,0.9885955459770115,1.269837349653244,0.1459328,0.6536277532577515,0.0181427001953125,-0.0007385855278698727,,,
1,1867776,57,nan,39003,47,725,45.92,0.95,0.7180749177932739,24.315073013305664,0.0010229514,0.9503448275862069,0.00019356953599999996,0.9927586206896551,224,-0.11655039270408452,0.9927586206896551,1.2819573394954205,0.14494975999999998,0.5547595024108887,0.01567840576171875,-0.0008181982484529726,,,
1,1900544,58,nan,39062,48,683,47.48,0.95,0.7358555197715759,24.273513793945312,0.0012890134,0.9472913616398243,0.000191668992,0.9918557833089312,228,-0.11494775023311377,0.9918557833089312,1.1396990213543177,0.14396672,0.5654346942901611,0.01943206787109375,-0.00018786268992698751,,,
1,1933312,59,nan,39081,49,732,44.82,0.97,0.7414571046829224,24.596174240112305,0.0011318962,0.9576502732240437,0.000189768448,0.9914617486338798,232,-0.11385038262233138,0.9914617486338798,1.0584254302084446,0.14298368,0.5501053333282471,0.0175018310546875,-0.0008609563556092326,,,
