time/fps,time/total_timesteps,time/time_elapsed,rollout/episodes,time/iterations,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,rollout/win_rate_true_start,train/value_loss,train/n_updates,rollout/fill_mean,train/clip_range,train/explained_variance,rollout/ep_rew_mean,train/loss,train/approx_kl,rollout/success_rate,rollout/ep_len_mean,rollout/fill_mean_true_start,train/clip_fraction,eval/mean_reward,eval/success_rate,eval/mean_ep_length
37400,2981888,79,916,91,-0.21456079743802547,-0.00013107694394420832,0.00012895104,0.8504366812227074,4.1816521137952805,360,0.9813045851528385,0.1115264,0.5541621446609497,23.15585708618164,2.1627395153045654,0.001040586,0.86,35.14,0.9813045851528385,0.0358123779296875,,,
37449,3014656,80,954,92,-0.215675238519907,-0.0003897248716384638,0.00012705049600000002,0.8270440251572327,3.8367320895195007,364,0.9785115303983228,0.11054336000000001,0.5701626539230347,23.0058536529541,2.2316391468048096,0.0012176302,0.85,35.14,0.9785115303983228,0.0272979736328125,,,
37485,3047424,81,939,93,-0.21445903088897467,-0.0005144639908394311,0.000125149952,0.8541001064962727,4.510422632098198,368,0.9809637912673056,0.10956032,0.5512410402297974,22.845369338989258,2.02435302734375,0.0006394626,0.83,35.63,0.9809637912673056,0.0178680419921875,,,
37512,3080192,82,925,94,-0.21541326260194182,-0.00046765691513428465,0.000123249408,0.8324324324324325,3.975008338689804,372,0.9775,0.10857727999999998,0.5707689523696899,22.985368728637695,2.152963161468506,0.0011100133,0.85,35.63,0.9775,0.0314483642578125,,,
37565,3112960,82,904,95,-0.2146880766376853,-0.00021804586867801845,0.00012134886400000001,0.8285398230088495,4.52867878973484,376,0.9773230088495575,0.10759424,0.546619176864624,21.985595703125,2.0724475383758545,0.0015949016,0.77,35.4,0.9773230088495575,0.037841796875,,,
37619,3145728,83,929,96,-0.21484856260940433,-0.00013911386122344993,0.00011944832,0.8310010764262648,4.422710090875626,380,0.9772604951560818,0.10661119999999999,0.5570148229598999,23.085918426513672,2.0721826553344727,0.0010901163,0.86,35.08,0.9772604951560818,0.039703369140625,,,
37649,3178496,84,938,97,-0.21438812790438533,-0.000215442731132498,0.00011754777600000001,0.8432835820895522,4.2784713208675385,384,0.9796775053304904,0.10562816,0.5599733591079712,23.59548568725586,2.0235249996185303,0.000781617,0.9,35.51,0.9796775053304904,0.02379608154296875,,,
37628,3211264,85,926,98,-0.2142101009376347,-0.0006791243831685279,0.000115647232,0.8563714902807775,4.0679560750722885,388,0.9817089632829373,0.10464512,0.5587557554244995,23.106298446655273,2.015033721923828,0.0011244576,0.86,34.7,0.9817089632829373,0.0279083251953125,,,
37660,3244032,86,947,99,-0.2117798193357885,-0.0008003368311619852,0.00011374668800000001,0.8447729672650475,3.907840110361576,392,0.9779567053854277,0.10366208,0.5673338174819946,23.205915451049805,1.9381521940231323,0.0011017714,0.87,35.08,0.9779567053854277,0.03328704833984375,,,
,3276800,,,,-0.20824811048805714,-0.0006546072145283688,0.000111846144,,4.2005132883787155,396,,0.10267904,0.5581036806106567,,2.1699349880218506,0.0009621003,,,,0.03237152099609375,23.037656784057617,0.85,33.34
37606,3276800,87,921,100,,,,0.8512486427795874,,,0.9788952225841476,,,22.885818481445312,,,0.84,35.18,0.9788952225841476,,,,
37651,3309568,87,937,101,-0.2078302693553269,-0.0005670127320627216,0.00010994559999999998,0.8537886872998933,4.053633712232113,400,0.9803228388473852,0.101696,0.5614051818847656,24.42589569091797,2.0621728897094727,0.0011285658,0.96,35.1,0.9803228388473852,0.04155731201171875,,,
37680,3342336,88,940,102,-0.21086797770112753,-0.0006814127518737223,0.00010804505600000002,0.851063829787234,3.911878190934658,404,0.9823803191489362,0.10071296,0.5780146718025208,22.885805130004883,1.9176877737045288,0.0010108375,0.84,35.19,0.9823803191489362,0.02902984619140625,,,
37718,3375104,89,929,103,-0.21137274522334337,-0.0002845064263965469,0.000106144512,0.8406889128094726,4.088450379669666,408,0.9782023681377826,0.09972991999999999,0.5720782279968262,22.796398162841797,2.0918190479278564,0.00076151435,0.84,34.6,0.9782023681377826,0.0298004150390625,,,
37753,3407872,90,940,104,-0.2131336466409266,-0.0006174503469082993,0.00010424396800000002,0.8361702127659575,4.293498992919922,412,0.9793882978723404,0.09874688,0.5644934177398682,22.726905822753906,2.25451397895813,0.0005858779,0.83,34.09,0.9793882978723404,0.02093505859375,,,
37770,3440640,91,926,105,-0.21076701115816832,-0.0005934085456829052,0.000102343424,0.8315334773218143,4.215714432299137,416,0.9778617710583153,0.09776383999999999,0.5725601315498352,23.235437393188477,2.1791470050811768,0.0010222793,0.87,35.56,0.9778617710583153,0.02925872802734375,,,
37815,3473408,91,936,106,-0.2109595420770347,-0.00032336412914446555,0.00010044288000000002,0.8344017094017094,4.276236414909363,420,0.9788995726495726,0.0967808,0.5616365075111389,22.635087966918945,2.1401689052581787,0.0008907538,0.82,35.91,0.9788995726495726,0.03418731689453125,,,
37868,3506176,92,917,107,-0.20920431381091475,-0.0005745684138673823,9.8542336e-05,0.8495092693565977,4.271889828145504,424,0.9811205016357688,0.09579776,0.5632666945457458,23.395404815673828,2.1754424571990967,0.0008048236,0.88,35.59,0.9811205016357688,0.02567291259765625,,,
37901,3538944,93,950,108,-0.20828016940504313,-0.0006146580417407677,9.664179200000002e-05,0.8305263157894737,3.8557565584778786,428,0.9768421052631578,0.09481472,0.5718740224838257,22.966615676879883,2.0368449687957764,0.0007405822,0.85,34.38,0.9768421052631578,0.02681732177734375,,,
37934,3571712,94,950,109,-0.21083402913063765,-0.0005156116276339162,9.4741248e-05,0.8505263157894737,4.58659990131855,432,0.9805263157894737,0.09383168,0.5481096506118774,22.336355209350586,2.266541004180908,0.00088351493,0.8,34.64,0.9805263157894737,0.02811431884765625,,,
,3604480,,,,-0.20858247624710202,-0.0002768738122540526,9.284070399999999e-05,,4.113410748541355,436,,0.09284863999999998,0.561133086681366,,1.9095567464828491,0.0013692394,,,,0.03521728515625,23.176746368408203,0.87,34.25
37867,3604480,95,944,110,,,,0.8188559322033898,,,0.9742452330508474,,,22.985546112060547,,,0.85,35.45,0.9742452330508474,,,,
37889,3637248,95,926,111,-0.20795931806787848,-0.0004015582744614221,9.094016e-05,0.8218142548596112,4.82213282585144,440,0.9781317494600432,0.09186559999999999,0.5379593968391418,21.66545867919922,2.2512285709381104,0.0006933264,0.74,35.54,0.9781317494600432,0.02849578857421875,,,
37902,3670016,96,946,112,-0.20806274050846696,-0.00044099943625042215,8.903961599999999e-05,0.8350951374207188,4.63136051595211,444,0.9793208245243129,0.09088255999999999,0.5521971583366394,22.956558227539062,2.262269973754883,0.0007352658,0.85,34.44,0.9793208245243129,0.02654266357421875,,,
37917,3702784,97,940,113,-0.20895337406545877,-0.0005916637601330876,8.713907200000003e-05,0.8393617021276596,4.3972993940114975,448,0.9779255319148936,0.08989952,0.5563084483146667,23.016498565673828,2.097949981689453,0.0006913919,0.86,34.5,0.9779255319148936,0.02539825439453125,,,
37932,3735552,98,946,114,-0.2076975773088634,-0.0005389694924815558,8.523852800000002e-05,0.8298097251585623,4.398740828037262,452,0.9785280126849895,0.08891647999999999,0.5470494031906128,22.576461791992188,2.309109926223755,0.0006051827,0.82,34.53,0.9785280126849895,0.02178192138671875,,,
37957,3768320,99,939,115,-0.2083721519447863,-0.0005439642882265616,8.333798400000003e-05,0.8221512247071352,4.32144570350647,456,0.9763045793397231,0.08793344,0.5506153106689453,22.035367965698242,2.133729934692383,0.00067968067,0.78,35.63,0.9763045793397231,0.0277557373046875,,,
37976,3801088,100,927,116,-0.20795414550229907,-0.0003581586279324256,8.143744000000002e-05,0.8220064724919094,4.700256511569023,460,0.9736380798274002,0.0869504,0.5321061611175537,22.46576499938965,2.18986177444458,0.00038546333,0.81,35.23,0.9736380798274002,0.01789093017578125,,,
38011,3833856,100,942,117,-0.2073063151910901,-0.0005837562857777812,7.9536896e-05,0.8174097664543525,4.734115168452263,464,0.9751194267515924,0.08596735999999999,0.5314316749572754,21.87624740600586,2.5806572437286377,0.0008604437,0.76,34.75,0.9751194267515924,0.027801513671875,,,
38048,3866624,101,925,118,-0.20658550970256329,-0.0006154152324597817,7.763635200000002e-05,0.8583783783783784,4.638432741165161,468,0.981418918918919,0.08498432,0.5389015674591064,22.31586456298828,2.3361880779266357,0.0006266789,0.8,35.13,0.981418918918919,0.02861785888671875,,,
38086,3899392,102,945,119,-0.20368911512196064,-0.00028421861497918144,7.5735808e-05,0.8582010582010582,3.87612122297287,472,0.9809523809523809,0.08400127999999998,0.5590083599090576,22.846519470214844,1.7249375581741333,0.00045049714,0.84,34.48,0.9809523809523809,0.01937103271484375,,,
,3932160,,,,-0.20508287893608212,-0.0005081275594420731,7.383526400000002e-05,,3.9391630440950394,476,,0.08301824,0.5568398237228394,,2.0232181549072266,0.00052662136,,,,0.02640533447265625,23.39690399169922,0.88,34.09
38044,3932160,103,951,120,,,,0.8307045215562566,,,0.9783780231335436,,,23.15605926513672,,,0.86,34.94,0.9783780231335436,,,,
38078,3964928,104,932,121,-0.20436065457761288,-0.0005006007449992467,7.193472e-05,0.8293991416309013,4.40668898075819,480,0.978473712446352,0.08203519999999999,0.5504130721092224,23.185718536376953,2.211912155151367,0.00037538612,0.86,35.28,0.978473712446352,0.01688385009765625,,,
38110,3997696,104,925,122,-0.2069886871613562,-0.0004771136991621461,7.003417600000002e-05,0.8508108108108108,4.416568152606487,484,0.9813513513513513,0.08105216,0.5585015416145325,22.285493850708008,2.276430606842041,0.0005324799,0.8,35.5,0.9813513513513513,0.02265167236328125,,,
38151,4030464,105,949,123,-0.2026463197544217,-0.0004624480352504179,6.8133632e-05,0.8556375131717597,3.89119403809309,488,0.9810326659641728,0.08006912,0.5693919658660889,22.586318969726562,1.834606409072876,0.0004650138,0.82,34.68,0.9810326659641728,0.019989013671875,,,
38189,4063232,106,946,124,-0.2038549673743546,-0.0005629054066957906,6.623308799999999e-05,0.8329809725158562,4.018536202609539,492,0.9795190274841438,0.07908607999999999,0.5589853525161743,22.696876525878906,2.0951642990112305,0.00058903336,0.83,34.12,0.9795190274841438,0.0277099609375,,,
38218,4096000,107,952,125,-0.20541651220992208,-0.0005388954050431494,6.433254400000003e-05,0.842436974789916,4.328458800911903,496,0.9811580882352942,0.07810304,0.5530674457550049,23.125795364379883,2.168762445449829,0.00036227726,0.86,35.2,0.9811580882352942,0.01967620849609375,,,
38247,4128768,107,924,126,-0.20425421558320522,-0.00040518318564863876,6.243200000000001e-05,0.8409090909090909,4.092076160013676,500,0.9781520562770563,0.07711999999999998,0.5684345960617065,23.035505294799805,1.9955803155899048,0.0004168714,0.85,35.49,0.9781520562770563,0.02155303955078125,,,
38278,4161536,108,915,127,-0.20619440358132124,-0.0003886644153681118,6.053145600000003e-05,0.848087431693989,4.233427204191685,504,0.9811475409836066,0.07613695999999999,0.5607883334159851,23.195688247680664,2.255563735961914,0.0005326313,0.86,35.31,0.9811475409836066,0.027984619140625,,,
38313,4194304,109,953,128,-0.2033974570222199,-0.0005213953318161657,5.8630912000000014e-05,0.8614900314795383,3.8634163215756416,508,0.9811122770199371,0.07515391999999999,0.5814101099967957,22.487407684326172,1.9515001773834229,0.00042647176,0.82,33.59,0.9811122770199371,0.0222930908203125,,,
38338,4227072,110,927,129,-0.20557297579944134,-0.00043936191650573164,5.673036800000003e-05,0.8478964401294499,3.910744793713093,512,0.9806499460625674,0.07417088,0.5689505338668823,23.035615921020508,2.200923442840576,0.00034850137,0.85,35.38,0.9806499460625674,0.02045440673828125,,,
,4259840,,,,-0.20325945364311337,-0.0005634145200019702,5.4829824000000014e-05,,3.9002937227487564,516,,0.07318784,0.5753737688064575,,2.0174720287323,0.0004970577,,,,0.02396392822265625,22.937253952026367,0.84,33.74
38291,4259840,111,951,130,,,,0.8412197686645636,,,0.9795609884332281,,,23.316267013549805,,,0.87,34.73,0.9795609884332281,,,,
38311,4292608,112,931,131,-0.20206951024010777,-0.0002462741103954613,5.292928000000003e-05,0.8431793770139635,4.274115413427353,520,0.9806659505907627,0.07220480000000001,0.5672262907028198,23.105257034301758,1.9455938339233398,0.00027810317,0.86,35.74,0.9806659505907627,0.01924896240234375,,,
38333,4325376,112,933,132,-0.20376398041844368,-0.00047788823940209113,5.102873600000004e-05,0.8510182207931404,3.997874915599823,524,0.9807743837084673,0.07122176,0.5805732011795044,22.995746612548828,1.987708330154419,0.00034817102,0.85,35.25,0.9807743837084673,0.022369384765625,,,
38372,4358144,113,946,133,-0.20382988452911377,-0.0004380863538244739,4.9128192e-05,0.8350951374207188,4.012746088206768,528,0.9785940803382663,0.07023871999999998,0.5720632076263428,22.606538772583008,2.0346872806549072,0.00030238292,0.82,34.46,0.9785940803382663,0.01697540283203125,,,
38392,4390912,114,943,134,-0.2046093405224383,-0.00045221889013191685,4.722764800000001e-05,0.8441145281018028,4.4026795625686646,532,0.9783271474019088,0.06925567999999999,0.5586564540863037,22.065540313720703,2.1348867416381836,0.00032150664,0.78,35.46,0.9783271474019088,0.02094268798828125,,,
38405,4423680,115,930,135,-0.20628277771174908,-0.0003760260733542964,4.5327104000000026e-05,0.8408602150537634,4.3110004514455795,536,0.978494623655914,0.06827264,0.5521165132522583,22.866138458251953,2.285780191421509,0.00031784107,0.85,34.86,0.978494623655914,0.02024078369140625,,,
38420,4456448,115,954,136,-0.20770439924672246,-0.0004623331951734144,4.342656000000004e-05,0.8354297693920335,4.216419741511345,540,0.9787735849056604,0.0672896,0.5535593032836914,22.545682907104492,2.0701980590820312,0.0002664178,0.81,35.31,0.9787735849056604,0.0147552490234375,,,
38437,4489216,116,906,137,-0.20378959318622947,-0.00024375375141971745,4.1526016e-05,0.8388520971302428,4.529584005475044,544,0.9788217439293598,0.06630655999999999,0.5489927530288696,23.12563705444336,2.43764591217041,0.0002481754,0.85,35.36,0.9788217439293598,0.0142364501953125,,,
38450,4521984,117,937,138,-0.203386593144387,-0.0003697856081998907,3.962547200000001e-05,0.8367129135538954,4.036593846976757,548,0.9792556029882604,0.06532352,0.5673583745956421,22.5056209564209,2.008641481399536,0.000306807,0.81,35.38,0.9792556029882604,0.0221099853515625,,,
38452,4554752,118,918,139,-0.20552404783666134,-0.00043397664558142424,3.7724928000000026e-05,0.8638344226579521,4.301553398370743,552,0.9831835511982571,0.06434047999999998,0.5587401390075684,23.58545684814453,2.1329824924468994,0.00021947606,0.89,35.54,0.9831835511982571,0.0173187255859375,,,
,4587520,,,,-0.20371130434796214,-0.0004103685532754753,3.5824383999999985e-05,,3.4614615067839622,556,,0.06335743999999999,0.5920901298522949,,1.615607500076294,0.00021943366,,,,0.01454925537109375,22.5773868560791,0.82,33.61
38395,4587520,119,953,140,,,,0.8363064008394544,,,0.9794727177334732,,,23.895069122314453,,,0.92,35.93,0.9794727177334732,,,,
38404,4620288,120,923,141,-0.20697811571881175,-0.0003680417976283934,3.392384000000005e-05,0.8364030335861322,4.309607699513435,560,0.9797535211267606,0.062374399999999997,0.5621054172515869,22.55632781982422,2.214186906814575,0.0001716828,0.82,34.67,0.9797535211267606,0.015625,,,
38419,4653056,121,938,142,-0.20413065934553742,-0.00036814718623645604,3.202329600000001e-05,0.8230277185501066,4.201784513890743,564,0.9769456289978679,0.06139135999999998,0.571344256401062,23.015783309936523,2.123476266860962,0.00015862483,0.85,35.21,0.9769456289978679,0.01303863525390625,,,
38435,4685824,121,928,143,-0.2032282194122672,-0.000306748494040221,3.0122752000000025e-05,0.8566810344827587,4.526548251509666,568,0.9816810344827587,0.06040831999999999,0.5571602582931519,23.465675354003906,2.454899787902832,0.00015577654,0.88,35.32,0.9816810344827587,0.00946807861328125,,,
38447,4718592,122,957,144,-0.2025312827900052,-0.00037214502663118765,2.8222208000000038e-05,0.8443051201671892,3.7178857177495956,572,0.9806687565308255,0.05942528,0.586491048336029,23.226425170898438,1.8372563123703003,0.00016989218,0.87,34.57,0.9806687565308255,0.01074981689453125,,,
38475,4751360,123,941,145,-0.20143762091174722,-0.0004311972043069545,2.632166400000005e-05,0.8331562167906482,4.2190627455711365,576,0.9772848034006376,0.058442240000000006,0.5668383836746216,22.646556854248047,2.3152174949645996,0.00018588582,0.82,34.44,0.9772848034006376,0.01558685302734375,,,
38494,4784128,124,926,146,-0.20590631803497672,-0.00034813205638783984,2.442112000000001e-05,0.8347732181425486,4.296655707061291,580,0.9795491360691144,0.05745919999999999,0.5601825714111328,22.88674545288086,2.2949440479278564,0.00015240631,0.84,34.25,0.9795491360691144,0.0094451904296875,,,
38501,4816896,125,938,147,-0.20002181455492973,-0.0003381185706530232,2.2520576000000024e-05,0.8422174840085288,4.373287037014961,584,0.9791444562899787,0.05647615999999997,0.560889482498169,23.395889282226562,2.3237521648406982,0.00012604271,0.88,35.11,0.9791444562899787,0.01004791259765625,,,
38510,4849664,125,917,148,-0.2020286675542593,-0.0003275425151514355,2.0620032000000037e-05,0.8429661941112323,4.151972681283951,588,0.9774400218102508,0.05549311999999998,0.5637853145599365,23.155921936035156,2.0661566257476807,9.8586555e-05,0.86,35.07,0.9774400218102508,0.0088043212890625,,,
38534,4882432,126,924,149,-0.20239027356728911,-0.000301118750940077,1.8719487999999996e-05,0.854978354978355,4.225023098289967,592,0.9812635281385281,0.05451007999999999,0.5529452562332153,23.0965576171875,2.140550136566162,0.00011990579,0.86,34.44,0.9812635281385281,0.00919342041015625,,,
,4915200,,,,-0.20050882548093796,-0.00031225685597746633,1.681894400000001e-05,,3.7636353448033333,596,,0.05352704,0.5773522853851318,,2.0926923751831055,8.859555e-05,,,,0.0069732666015625,23.40715789794922,0.88,33.84
38489,4915200,127,942,150,,,,0.8481953290870489,,,0.9806926751592356,,,23.235315322875977,,,0.87,35.68,0.9806926751592356,,,,
38495,4947968,128,940,151,-0.19948635855689645,-0.00024948245845735073,1.4918400000000023e-05,0.8297872340425532,4.011311277747154,600,0.9777260638297872,0.05254399999999998,0.5725947618484497,22.675886154174805,2.116986036300659,6.651277e-05,0.83,35.11,0.9777260638297872,0.00508880615234375,,,
38517,4980736,129,947,152,-0.20399900106713176,-0.00024179038155125454,1.3017856000000036e-05,0.8299894403379092,4.407725177705288,604,0.9770987328405492,0.05156095999999999,0.5627791881561279,23.035734176635742,2.156193494796753,5.5480006e-05,0.85,35.26,0.9770987328405492,0.00545501708984375,,,
38526,5013504,130,923,153,-0.20467209303751588,-0.00020742984088428784,1.111731200000005e-05,0.8418201516793066,4.461376294493675,608,0.97988894907909,0.05057792,0.5521476864814758,22.865259170532227,2.205606698989868,5.8747304e-05,0.84,35.74,0.97988894907909,0.0043792724609375,,,
