curriculum/frontier,time/fps,rollout/episodes,curriculum/success_rate,time/iterations,time/time_elapsed,time/total_timesteps,train/clip_range,train/approx_kl,rollout/ep_len_mean,train/learning_rate,rollout/fill_mean,rollout/success_rate,train/loss,train/value_loss,rollout/win_rate_true_start,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,rollout/ep_rew_mean,train/n_updates,rollout/fill_mean_true_start,train/entropy_loss,eval/mean_ep_length,eval/mean_reward,eval/success_rate
1,35656,920,0.625,84,77,2752512,0.11840768,0.0014770083,35.72,0.000142254848,0.9735733695652173,0.81,2.1637892723083496,4.2543539479374886,0.8239130434782609,0.541790246963501,0.03551483154296875,-0.0006632429140154272,22.43527603149414,332,0.9735733695652173,-0.2197390184737742,,,
1,35681,924,0.625,85,78,2785280,0.11742464000000001,0.0016843809,35.96,0.000140354304,0.9814664502164502,0.87,2.371171236038208,4.62639807164669,0.8398268398268398,0.5241091251373291,0.03687286376953125,-0.00029390900090220384,23.34503936767578,336,0.9814664502164502,-0.22045553661882877,,,
1,35702,917,0.625,86,78,2818048,0.1164416,0.0011778299,34.91,0.00013845376,0.9758724100327154,0.79,2.029468059539795,4.236080497503281,0.8146128680479825,0.5469653606414795,0.03757476806640625,-0.00016071100799308624,22.29608917236328,340,0.9758724100327154,-0.21766972914338112,,,
1,35704,923,0.625,87,79,2850816,0.11545855999999999,0.0014708119,34.67,0.00013655321599999998,0.9802275189599133,0.86,2.3738505840301514,4.698620498180389,0.8526543878656555,0.5334902405738831,0.0351409912109375,-0.0003532232985890005,23.13632583618164,344,0.9802275189599133,-0.21818133490160108,,,
1,35727,923,0.625,88,80,2883584,0.11447552,0.0012129796,35.75,0.000134652672,0.9819203683640303,0.88,2.118924856185913,3.8647425994277,0.8461538461538461,0.5610087513923645,0.024322509765625,-0.0007187852061179001,23.31524658203125,348,0.9819203683640303,-0.21785409655421972,,,
1,35753,939,0.625,89,81,2916352,0.11349247999999999,0.0011008689,35.58,0.00013275212799999998,0.9782348242811502,0.81,1.9884454011917114,3.991069108247757,0.8296059637912673,0.5567306280136108,0.0291290283203125,-0.0007903116711531766,22.475418090820312,352,0.9782348242811502,-0.21509135514497757,,,
,,,,,,2949120,0.11250944,0.0014563103,,0.00013085158400000002,,,2.0872554779052734,4.567628458142281,,0.536168098449707,0.03098297119140625,-0.0006474254696513526,,356,,-0.21926332032307982,33.69,23.32730484008789,0.87
1,35658,906,0.625,90,82,2949120,,,35.55,,0.9773730684326711,0.82,,,0.8377483443708609,,,,22.675447463989258,,0.9773730684326711,,,,
1,35672,921,0.625,91,83,2981888,0.1115264,0.0012188025,35.46,0.00012895104,0.9795059717698155,0.83,1.9284733533859253,4.178281843662262,0.8577633007600435,0.5464663505554199,0.03670501708984375,-0.0007773262150294613,22.845535278320312,360,0.9795059717698155,-0.2162243570201099,,,
1,35669,912,0.625,92,84,3014656,0.11054336000000001,0.00094444054,35.15,0.00012705049600000002,0.9805372807017544,0.85,1.9045300483703613,3.8919745683670044,0.8530701754385965,0.5505988597869873,0.02429962158203125,-0.000627931447525043,23.005842208862305,364,0.9805372807017544,-0.21764292987063527,,,
1,35682,952,0.625,93,85,3047424,0.10956032,0.0010809856,34.69,0.000125149952,0.9799107142857143,0.82,2.1064534187316895,3.9346247240900993,0.8413865546218487,0.5598540306091309,0.02678680419921875,-0.0006601210225198884,22.666309356689453,368,0.9799107142857143,-0.21192911360412836,,,
1,35701,922,0.625,94,86,3080192,0.10857727999999998,0.0009844213,34.78,0.000123249408,0.9794604121475055,0.78,2.1258769035339355,4.168640948832035,0.824295010845987,0.5539852380752563,0.02895355224609375,-0.0004753763205371797,22.18621826171875,372,0.9794604121475055,-0.21522645466029644,,,
1,35706,939,0.625,95,87,3112960,0.10759424,0.0009888648,35.43,0.00012134886400000001,0.9800985090521832,0.83,2.185555934906006,4.392306767404079,0.8466453674121406,0.5577688217163086,0.02166748046875,-0.000510119876707904,22.745569229125977,376,0.9800985090521832,-0.21413587778806686,,,
1,35719,899,0.625,96,88,3145728,0.10661119999999999,0.0011778614,35.73,0.00011944832,0.9774054505005562,0.83,2.1609103679656982,4.002522855997086,0.8298109010011123,0.5580891370773315,0.02875518798828125,-0.0006539246278407518,22.815263748168945,380,0.9774054505005562,-0.21454071393236518,,,
1,35719,943,0.625,97,88,3178496,0.10562816,0.0009167694,35.66,0.00011754777600000001,0.9820387062566278,0.8,2.276773691177368,4.247589908540249,0.8621420996818664,0.5446963310241699,0.0331573486328125,-0.0006633663615502883,22.385334014892578,384,0.9820387062566278,-0.2146590598858893,,,
1,35730,908,0.625,98,89,3211264,0.10464512,0.000882654,35.34,0.000115647232,0.9787995594713657,0.83,1.8675789833068848,3.6977525129914284,0.8370044052863436,0.5621206760406494,0.0211944580078125,-0.0004996103853045497,22.825654983520508,388,0.9787995594713657,-0.21335745742544532,,,
1,35727,937,0.625,99,90,3244032,0.10366208,0.0007046327,36.14,0.00011374668800000001,0.9831243329775881,0.89,2.0508365631103516,4.1340504586696625,0.8569903948772679,0.5520130395889282,0.0275115966796875,-0.0005319657757354435,23.574857711791992,392,0.9831243329775881,-0.21306766103953123,,,
,,,,,,3276800,0.10267904,0.0009886854,,0.000111846144,,,1.8442038297653198,3.579784870147705,,0.5812389850616455,0.02747344970703125,-0.0005987039621686563,,396,,-0.21004234161227942,34.28,23.13671875,0.86
1,35656,913,0.625,100,91,3276800,,,35.38,,0.9782995618838992,0.81,,,0.8346111719605696,,,,22.425615310668945,,0.9782995618838992,,,,
1,35649,928,0.625,101,92,3309568,0.101696,0.00083613175,34.45,0.00010994559999999998,0.9758890086206896,0.86,2.0580337047576904,4.234394244849682,0.8178879310344828,0.5538675785064697,0.028594970703125,-0.00039526779801235534,23.156545639038086,400,0.9758890086206896,-0.2107271528802812,,,
1,35670,941,0.625,102,93,3342336,0.10071296,0.0008004555,35.23,0.00010804505600000002,0.9802736450584485,0.89,2.192981481552124,4.642978712916374,0.842720510095643,0.5497214794158936,0.0246734619140625,-0.000809017161373049,23.555763244628906,404,0.9802736450584485,-0.21268593007698655,,,
1,35667,928,0.625,103,94,3375104,0.09972991999999999,0.0008325239,36.13,0.000106144512,0.9780441810344828,0.89,2.046462297439575,4.12253475189209,0.8372844827586207,0.5610010623931885,0.02715301513671875,-0.0006443588645197451,23.564865112304688,408,0.9780441810344828,-0.21189207676798105,,,
1,35668,939,0.625,104,95,3407872,0.09874688,0.00081646815,34.47,0.00010424396800000002,0.9785676251331203,0.79,2.2898969650268555,4.286729246377945,0.8413205537806177,0.5469717979431152,0.02660369873046875,-0.0005724053335143253,22.176525115966797,412,0.9785676251331203,-0.21060046833008528,,,
1,35677,918,0.625,105,96,3440640,0.09776383999999999,0.00084760727,35.58,0.000102343424,0.9812772331154684,0.84,2.0846173763275146,4.259179465472698,0.8518518518518519,0.5426065921783447,0.029937744140625,-0.00065667067974573,22.87541961669922,416,0.9812772331154684,-0.20833488507196307,,,
1,35680,931,0.625,106,97,3473408,0.0967808,0.0008218072,34.72,0.00010044288000000002,0.9802631578947368,0.84,1.8720461130142212,3.897205635905266,0.8431793770139635,0.5657335519790649,0.0314788818359375,-0.0006955273347557522,22.896276473999023,420,0.9802631578947368,-0.21142781525850296,,,
1,35670,932,0.625,107,98,3506176,0.09579776,0.0010507791,35.41,9.8542336e-05,0.9804855150214592,0.85,1.7274049520492554,3.9698184803128242,0.8476394849785408,0.5669102668762207,0.0315399169921875,-0.0005944661716057453,23.025583267211914,424,0.9804855150214592,-0.2092817653901875,,,
1,35681,929,0.625,108,99,3538944,0.09481472,0.0007941347,34.81,9.664179200000002e-05,0.9764531754574811,0.77,2.066016674041748,3.8686172515153885,0.8234660925726588,0.5791906118392944,0.028900146484375,-0.0007202639826573431,21.946189880371094,428,0.9764531754574811,-0.210296843200922,,,
1,35678,941,0.625,109,100,3571712,0.09383168,0.0007838424,35.04,9.4741248e-05,0.9815356004250797,0.83,2.269353151321411,4.488436594605446,0.8512221041445271,0.5575149655342102,0.02385711669921875,-0.000533714202902047,22.745960235595703,432,0.9815356004250797,-0.20987408002838492,,,
,,,,,,3604480,0.09284863999999998,0.00080977724,,9.284070399999999e-05,,,1.777236819267273,3.7307660803198814,,0.586938738822937,0.02915191650390625,-0.0005032716544519644,,436,,-0.2103144759312272,33.77,23.797224044799805,0.91
1,35583,936,0.625,110,101,3604480,,,34.22,,0.9792334401709402,0.89,,,0.8472222222222222,,,,23.456777572631836,,0.9792334401709402,,,,
1,35600,949,0.625,111,102,3637248,0.09186559999999999,0.0010335583,35.07,9.094016e-05,0.9782665964172813,0.88,2.1372499465942383,4.111871808767319,0.8461538461538461,0.5673021078109741,0.0335845947265625,-0.0005484856374096125,23.405925750732422,440,0.9782665964172813,-0.20556016825139523,,,
1,35598,938,0.625,112,103,3670016,0.09088255999999999,0.0007109959,35.23,8.903961599999999e-05,0.978411513859275,0.88,1.9737775325775146,4.0740457102656364,0.8486140724946695,0.5632721781730652,0.02527618408203125,-0.0005527417706616689,23.37576675415039,444,0.978411513859275,-0.20634011225774884,,,
1,35614,963,0.625,113,103,3702784,0.08989952,0.00061426347,35.83,8.713907200000003e-05,0.9805944963655244,0.88,1.9302469491958618,4.104925990104675,0.8546209761163032,0.5625173449516296,0.02545166015625,-0.0004816984001081437,23.395170211791992,448,0.9805944963655244,-0.2105795545503497,,,
1,35624,925,0.625,114,104,3735552,0.08891647999999999,0.00065090694,35.91,8.523852800000002e-05,0.9810135135135135,0.88,1.9557658433914185,4.14430794864893,0.8572972972972973,0.5663295388221741,0.02388763427734375,-0.0005411747697507963,23.415088653564453,452,0.9810135135135135,-0.21109175542369485,,,
1,35644,922,0.625,115,105,3768320,0.08793344,0.001057688,35.57,8.333798400000003e-05,0.9807483731019523,0.85,1.7845213413238525,3.851754479110241,0.8481561822125814,0.5746332406997681,0.03496551513671875,-0.00039157432547654025,23.075428009033203,456,0.9807483731019523,-0.20617960765957832,,,
1,35663,937,0.625,116,106,3801088,0.0869504,0.00066027854,34.77,8.143744000000002e-05,0.97698772678762,0.82,2.1311490535736084,3.9774997755885124,0.8249733191035219,0.5737409591674805,0.0239715576171875,-0.0006455458969867323,22.616230010986328,460,0.97698772678762,-0.20675307791680098,,,
1,35672,943,0.625,117,107,3833856,0.08596735999999999,0.0006501969,33.59,7.9536896e-05,0.9798515376458112,0.78,2.336282730102539,4.5098956525325775,0.8441145281018028,0.5588764548301697,0.03098297119140625,-0.00018365311552770436,22.077407836914062,464,0.9798515376458112,-0.20380784757435322,,,
1,35677,943,0.625,118,108,3866624,0.08498432,0.00045585976,35.16,7.763635200000002e-05,0.97885737009544,0.9,2.0452358722686768,4.175303742289543,0.8494167550371156,0.5686576962471008,0.01898193359375,-0.00047417850510100834,23.645835876464844,468,0.97885737009544,-0.20601537125185132,,,
1,35676,932,0.625,119,109,3899392,0.08400127999999998,0.0006500401,35.05,7.5735808e-05,0.9831008583690987,0.9,1.9073618650436401,3.993503212928772,0.8701716738197425,0.5735975503921509,0.03194427490234375,-0.0006403532170224935,23.68594741821289,472,0.9831008583690987,-0.20509275561198592,,,
,,,,,,3932160,0.08301824,0.00048010424,,7.383526400000002e-05,,,1.7995277643203735,3.63962185382843,,0.5901114344596863,0.02640533447265625,-0.0003656077715277206,,476,,-0.20645103696733713,33.66,23.19733428955078,0.87
1,35596,962,0.625,120,110,3932160,,,34.53,,0.9784953222453222,0.8,,,0.8347193347193347,,,,22.296466827392578,,0.9784953222453222,,,,
1,35608,933,0.625,121,111,3964928,0.08203519999999999,0.00038797944,35.07,7.193472e-05,0.9814442658092176,0.87,2.136504888534546,4.397024504840374,0.8510182207931404,0.5667986869812012,0.017333984375,-0.0005842510145157576,23.285926818847656,480,0.9814442658092176,-0.20766396867111325,,,
1,35645,925,0.625,122,112,3997696,0.08105216,0.00066698785,35.94,7.003417600000002e-05,0.9793243243243244,0.81,1.9222345352172852,3.9026404842734337,0.8378378378378378,0.5858681201934814,0.0294342041015625,-0.0007421459522447549,22.50505828857422,484,0.9793243243243244,-0.2031958159059286,,,
1,35666,952,0.625,123,113,4030464,0.08006912,0.000375574,34.85,6.8133632e-05,0.979516806722689,0.87,2.329190254211426,4.133218050003052,0.832983193277311,0.5744718313217163,0.01976776123046875,-0.000376776879420504,23.23614501953125,488,0.979516806722689,-0.20476179663091898,,,
1,35717,941,0.625,124,113,4063232,0.07908607999999999,0.00038395962,35.07,6.623308799999999e-05,0.9812035069075452,0.88,2.406604290008545,4.3640206307172775,0.8565356004250797,0.5691396594047546,0.0160064697265625,-0.0005098536203149706,23.33592987060547,492,0.9812035069075452,-0.20278334664180875,,,
1,35750,941,0.625,125,114,4096000,0.07810304,0.00032862593,34.77,6.433254400000003e-05,0.9785467587672688,0.82,1.8876255750656128,4.0742859318852425,0.8310308182784272,0.5676776766777039,0.01908111572265625,-0.0004718025302281603,22.6262264251709,496,0.9785467587672688,-0.20352990366518497,,,
1,35784,951,0.625,126,115,4128768,0.07711999999999998,0.00038883305,35.16,6.243200000000001e-05,0.9790352260778128,0.84,2.2129132747650146,4.393668361008167,0.8380651945320715,0.5615803599357605,0.02005767822265625,-0.0004004167985840468,22.825838088989258,500,0.9790352260778128,-0.20468077203258872,,,
1,35804,943,0.625,127,116,4161536,0.07613695999999999,0.0004785294,34.35,6.053145600000003e-05,0.9748806998939554,0.85,2.113002300262451,4.289519526064396,0.8229056203605515,0.5617417693138123,0.0239410400390625,-0.0005635492270812392,22.996644973754883,504,0.9748806998939554,-0.20640561170876026,,,
1,35847,951,0.625,128,117,4194304,0.07515391999999999,0.00046967066,34.88,5.8630912000000014e-05,0.9814668769716088,0.87,2.4188177585601807,4.564736321568489,0.8475289169295478,0.5543287992477417,0.0266571044921875,-0.0004967120366927702,23.306116104125977,508,0.9814668769716088,-0.20630139764398336,,,
1,35874,932,0.625,129,117,4227072,0.07417088,0.00033319104,35.11,5.673036800000003e-05,0.9797478540772532,0.87,2.0379040241241455,3.912288136780262,0.8336909871244635,0.5746619701385498,0.01898956298828125,-0.0003508812042127829,23.385887145996094,512,0.9797478540772532,-0.20358466124162078,,,
,,,,,,4259840,0.07318784,0.0004309577,,5.4829824000000014e-05,,,2.176396608352661,4.314073413610458,,0.5611453056335449,0.02193450927734375,-0.0003985523435403593,,516,,-0.20608929358422756,33.58,23.15741539001465,0.86
1,35843,949,0.625,130,118,4259840,,,34.75,,0.9809009483667018,0.86,,,0.8482613277133825,,,,23.136245727539062,,0.9809009483667018,,,,
1,35857,952,0.625,131,119,4292608,0.07220480000000001,0.00027480483,34.67,5.292928000000003e-05,0.9801076680672269,0.81,1.930702567100525,4.050041206181049,0.8466386554621849,0.5680474042892456,0.0162506103515625,-0.0005516309320228174,22.496328353881836,520,0.9801076680672269,-0.2055585663765669,,,
1,35884,924,0.625,132,120,4325376,0.07122176,0.00031333737,34.37,5.102873600000004e-05,0.9797754329004329,0.78,2.287428140640259,4.185163050889969,0.8430735930735931,0.556889533996582,0.015869140625,-0.0004251314894645475,22.066627502441406,524,0.9797754329004329,-0.20305684534832835,,,
1,35917,927,0.625,133,121,4358144,0.07023871999999998,0.00032865698,34.92,4.9128192e-05,0.9787621359223301,0.81,2.1560075283050537,4.009148150682449,0.8338727076591155,0.5599726438522339,0.01648712158203125,-0.00040959750913316384,22.56607437133789,528,0.9787621359223301,-0.20466666528955102,,,
1,35929,954,0.625,134,122,4390912,0.06925567999999999,0.00037001824,34.52,4.722764800000001e-05,0.9798218029350105,0.86,2.085542678833008,4.316226676106453,0.8291404612159329,0.5549267530441284,0.02457427978515625,-0.0004173473353148438,23.056480407714844,532,0.9798218029350105,-0.20438389759510756,,,
1,35950,943,0.625,135,123,4423680,0.06827264,0.00019601935,35.08,4.5327104000000026e-05,0.9801829268292683,0.88,2.0707623958587646,4.365515008568764,0.8525980911983033,0.5603343844413757,0.01105499267578125,-0.00031543734439765103,23.415918350219727,536,0.9801829268292683,-0.20237271720543504,,,
1,35972,949,0.625,136,123,4456448,0.0672896,0.00024491752,34.79,4.342656000000004e-05,0.9782665964172813,0.85,1.8145564794540405,3.8550854176282883,0.8387776606954689,0.5745832920074463,0.0141448974609375,-0.00034812976082321256,23.026203155517578,540,0.9782665964172813,-0.20545019954442978,,,
1,35993,943,0.625,137,124,4489216,0.06630655999999999,0.0002972071,36.24,4.1526016e-05,0.9777969247083775,0.85,2.048123598098755,4.413499072194099,0.8451749734888653,0.5493178367614746,0.0196380615234375,-0.0004635767654690426,23.024757385253906,544,0.9777969247083775,-0.2080259509384632,,,
1,36025,949,0.625,138,125,4521984,0.06532352,0.00022874282,34.62,3.962547200000001e-05,0.9780031612223393,0.81,2.127642869949341,4.172680646181107,0.827186512118019,0.5542054176330566,0.0186614990234375,-0.00029378701219684444,22.516376495361328,548,0.9780031612223393,-0.20691436948254704,,,
1,36049,930,0.625,139,126,4554752,0.06434047999999998,0.00019795683,34.69,3.7724928000000026e-05,0.9772177419354838,0.79,2.2650489807128906,4.633151680231094,0.8193548387096774,0.549184262752533,0.01776885986328125,-0.00044133632763987407,22.2163028717041,552,0.9772177419354838,-0.2047364516183734,,,
,,,,,,4587520,0.06335743999999999,0.0001615302,,3.5824383999999985e-05,,,2.222754716873169,4.673067033290863,,0.5550116300582886,0.00846099853515625,-0.00031490112451137975,,556,,-0.20399878127500415,33.69,23.567304611206055,0.9
1,36023,943,0.625,140,127,4587520,,,34.82,,0.9811108165429481,0.87,,,0.8579003181336161,,,,23.29617691040039,,0.9811108165429481,,,,
1,36049,921,0.625,141,128,4620288,0.062374399999999997,0.00016731423,34.04,3.392384000000005e-05,0.9786237785016286,0.8,1.9441486597061157,3.731383465230465,0.8393051031487514,0.5812261700630188,0.0104217529296875,-0.0003011458938999567,22.366960525512695,560,0.9786237785016286,-0.2022136622108519,,,
1,36065,940,0.625,142,129,4653056,0.06139135999999998,0.00022787973,34.17,3.202329600000001e-05,0.9817154255319149,0.85,1.9601657390594482,4.141592137515545,0.8563829787234043,0.5579293966293335,0.01905059814453125,-0.00043573855873546563,22.976825714111328,564,0.9817154255319149,-0.2033853125758469,,,
1,36093,948,0.625,143,129,4685824,0.06040831999999999,0.00015153433,34.17,3.0122752000000025e-05,0.978573312236287,0.89,1.8883607387542725,3.758100114762783,0.8386075949367089,0.5836742520332336,0.01180267333984375,-0.00033550670195836574,23.526826858520508,568,0.978573312236287,-0.2034433032386005,,,
1,36112,967,0.625,144,130,4718592,0.05942528,0.00019489987,33.99,2.8222208000000038e-05,0.9804162357807652,0.83,1.9240273237228394,4.243553839623928,0.8500517063081696,0.5706568956375122,0.014739990234375,-0.0004116681338928174,22.73700714111328,572,0.9804162357807652,-0.20192631520330906,,,
1,36129,948,0.625,145,131,4751360,0.058442240000000006,0.00013100375,34.17,2.632166400000005e-05,0.9781777426160337,0.86,2.2195112705230713,4.23213154822588,0.8227848101265823,0.5679537653923035,0.01088714599609375,-0.0003532723494572565,23.126829147338867,576,0.9781777426160337,-0.20134904189035296,,,
1,36157,950,0.625,146,132,4784128,0.05745919999999999,0.00010511744,33.71,2.442112000000001e-05,0.9783552631578948,0.87,2.181556463241577,4.5626450181007385,0.8410526315789474,0.5597244501113892,0.01116180419921875,-0.0003338775932206772,23.177289962768555,580,0.9783552631578948,-0.20266259601339698,,,
1,36182,946,0.625,147,133,4816896,0.05647615999999997,0.00012431678,34.91,2.2520576000000024e-05,0.9785940803382663,0.79,1.9695992469787598,4.138689927756786,0.8393234672304439,0.5687942504882812,0.0104827880859375,-0.0002930189875769429,22.316085815429688,584,0.9785940803382663,-0.20041810907423496,,,
1,36207,932,0.625,148,133,4849664,0.05549311999999998,0.00010175787,34.94,2.0620032000000037e-05,0.9820278969957081,0.85,2.1277034282684326,4.382561504840851,0.8626609442060086,0.5603077411651611,0.00777435302734375,-0.0002446745038469089,23.05605697631836,588,0.9820278969957081,-0.20195752335712314,,,
1,36231,944,0.625,149,134,4882432,0.05451007999999999,8.6204716e-05,34.59,1.8719487999999996e-05,0.9788135593220338,0.81,1.7672200202941895,3.5545538663864136,0.8379237288135594,0.5877887010574341,0.00650787353515625,-0.00022842529506306164,22.43640899658203,592,0.9788135593220338,-0.20321382815018296,,,
,,,,,,4915200,0.05352704,6.63889e-05,,1.681894400000001e-05,,,2.2182679176330566,4.267579168081284,,0.5586796998977661,0.00373077392578125,-0.00019013187556993216,,596,,-0.201972053386271,33.0,23.697996139526367,0.9
1,36176,942,0.625,150,135,4915200,,,34.26,,0.9806263269639066,0.85,,,0.8407643312101911,,,,23.006738662719727,,0.9806263269639066,,,,
1,36175,953,0.625,151,136,4947968,0.05254399999999998,6.248511e-05,34.67,1.4918400000000023e-05,0.9761280167890871,0.84,2.020220994949341,4.16635150462389,0.8184679958027282,0.5713037252426147,0.00494384765625,-0.00025130928406724706,22.78632354736328,600,0.9761280167890871,-0.20334940776228905,,,
1,36197,926,0.625,152,137,4980736,0.05156095999999999,4.5308174e-05,35.16,1.3017856000000036e-05,0.9836663066954644,0.87,2.3383710384368896,4.709480136632919,0.8628509719222462,0.5582406520843506,0.004119873046875,-0.00019440240430412814,23.265836715698242,604,0.9836663066954644,-0.20473184064030647,,,
1,36208,943,0.625,153,138,5013504,0.05057792,4.8031678e-05,34.7,1.111731200000005e-05,0.9832317073170732,0.82,1.795907974243164,3.5742667242884636,0.8632025450689289,0.5968018770217896,0.00301361083984375,-0.00019463925855234265,22.63629722595215,608,0.9832317073170732,-0.19838811736553907,,,
